clean_text,word_count,label,sent_raw,label_auto
sih aku kak,3,,"{'label': 'positive', 'score': 0.39313456416130066}",positive
yudah telat banget aku,4,,"{'label': 'negative', 'score': 0.9999204874038696}",negative
yah sayang sekali ush telatt,5,,"{'label': 'negative', 'score': 0.9999043941497803}",negative
wah mantap aku mau,4,,"{'label': 'positive', 'score': 0.9999566078186035}",positive
kak,1,,"{'label': 'positive', 'score': 0.9993162155151367}",positive
deh mah,2,,"{'label': 'positive', 'score': 0.9996659755706787}",positive
makasih kak,2,,"{'label': 'positive', 'score': 0.9999032020568848}",positive
otw buru thr wkwk,4,,"{'label': 'neutral', 'score': 0.9995973706245422}",neutral
aku mau sekali,3,,"{'label': 'positive', 'score': 0.9998883008956909}",positive
nah bener tuh,3,,"{'label': 'positive', 'score': 0.9997513890266418}",positive
makasih banyak kak info,4,,"{'label': 'neutral', 'score': 0.998907208442688}",neutral
oke otw,2,,"{'label': 'positive', 'score': 0.6795592904090881}",positive
yahh kalah gercep aku mbak,5,,"{'label': 'negative', 'score': 0.999875545501709}",negative
aku mauuu thr,3,,"{'label': 'positive', 'score': 0.9996222257614136}",positive
cba checkout toko kak bagi toko,6,,"{'label': 'neutral', 'score': 0.9998877048492432}",neutral
kak aku kemarin claim apa kok dibatesin,7,,"{'label': 'negative', 'score': 0.996832549571991}",negative
gaiss yaa pdhl akun hubung shopepay akun hapus permanen akun begini,11,,"{'label': 'negative', 'score': 0.999765932559967}",negative
hai kak triwpt maaf buat kakak nyaman guna shopeepay laku isi saldo lalu virtual account beberapa bank kena biaya admin mulai potong langsung nominal total isi saldo sebut bijak,29,,"{'label': 'neutral', 'score': 0.9997537732124329}",neutral
kak,1,,"{'label': 'positive', 'score': 0.9993162155151367}",positive
mau donggg,2,,"{'label': 'positive', 'score': 0.9533752799034119}",positive
langsung otw gwwww,3,,"{'label': 'neutral', 'score': 0.9998347759246826}",neutral
tau banget thr,3,,"{'label': 'positive', 'score': 0.9997802376747131}",positive
buat,1,,"{'label': 'positive', 'score': 0.9999134540557861}",positive
tuju poll klu thr shopeepay guys mumpung mau lebaran buru kuyy gaspoll cos limited loh,15,,"{'label': 'neutral', 'score': 0.9998902082443237}",neutral
gaisss mau thr yuk klaim sini,6,,"{'label': 'neutral', 'score': 0.9953095316886902}",neutral
wewww sama kakkk,3,,"{'label': 'positive', 'score': 0.9994845390319824}",positive
sama kakkk,2,,"{'label': 'positive', 'score': 0.9998264908790588}",positive
sama kakkkk,2,,"{'label': 'positive', 'score': 0.9997368454933167}",positive
yeyyyy sama kakk,3,,"{'label': 'positive', 'score': 0.9998026490211487}",positive
senang bangetttt aku barusan kalian klik sih,7,,"{'label': 'positive', 'score': 0.9999459981918335}",positive
yuk mau thr thr buat kalian segera klaim habis,9,,"{'label': 'neutral', 'score': 0.999893307685852}",neutral
guys aku kasih tau shoppepay thr buat kamu nah klik buru jangan lewat,13,,"{'label': 'neutral', 'score': 0.9998911619186401}",neutral
mau sekali thr gas,4,,"{'label': 'negative', 'score': 0.9989932179450989}",negative
guys yuk ikut klaim thr sini yaa,7,,"{'label': 'neutral', 'score': 0.9998979568481445}",neutral
ayo guys aku thrnya kalian ayo ikut,7,,"{'label': 'neutral', 'score': 0.999768078327179}",neutral
asoyy aku bagi thr shopee pay makasii mimin,8,,"{'label': 'positive', 'score': 0.999879002571106}",positive
alhamdulillah shopeepay thr mksih,4,,"{'label': 'positive', 'score': 0.9998822212219238}",positive
habis apa shopeepay kurang,4,,"{'label': 'negative', 'score': 0.9998430013656616}",negative
terimakasih kak shoopepay thr aku terima asikkk lumayan buat isi pulsa aku,12,,"{'label': 'positive', 'score': 0.999940037727356}",positive
alhamdulillah aku lumayan trimakasih kak shopeepay thr,7,,"{'label': 'positive', 'score': 0.9995040893554688}",positive
mantappp admin,2,,"{'label': 'positive', 'score': 0.9999575614929199}",positive
alhamdulilah shopeepay thr mkasih,4,,"{'label': 'positive', 'score': 0.999923586845398}",positive
yess shopeepay thr darat akun langsung pikir mau checkout wishlist lama nganggur,12,,"{'label': 'negative', 'score': 0.9599880576133728}",negative
akuuu,1,,"{'label': 'positive', 'score': 0.9999521970748901}",positive
aku mauuu,2,,"{'label': 'positive', 'score': 0.9999383687973022}",positive
lumayan saldo buat jajan receh thank you kak,8,,"{'label': 'neutral', 'score': 0.999711811542511}",neutral
yeyyy dapettt mayan buat beli cilok,6,,"{'label': 'positive', 'score': 0.9984514713287354}",positive
kakk tuh buat baru install jam tadi yaa,8,,"{'label': 'neutral', 'score': 0.9998452663421631}",neutral
kakk buat user baru donlot jam sore kaak,8,,"{'label': 'negative', 'score': 0.9990906715393066}",negative
yeyyy alhamdulillah,2,,"{'label': 'positive', 'score': 0.9999494552612305}",positive
alhamdulillah dapett lumayan,3,,"{'label': 'positive', 'score': 0.9999363422393799}",positive
yah asik,2,,"{'label': 'positive', 'score': 0.9999595880508423}",positive
yahh telat aku,3,,"{'label': 'negative', 'score': 0.9999079704284668}",negative
aku mau kalau banyak,4,,"{'label': 'positive', 'score': 0.9995812773704529}",positive
okee otww mbak,3,,"{'label': 'positive', 'score': 0.9991255402565002}",positive
kakk aku liat cuma buat orang orang baru install yah,10,,"{'label': 'neutral', 'score': 0.9418875575065613}",neutral
mau donggg mayan buat lebarannnn,5,,"{'label': 'positive', 'score': 0.7182233333587646}",positive
aku mauuuu thr banyakkk,4,,"{'label': 'positive', 'score': 0.9982753992080688}",positive
iya jelas banget anjir shopee kemaren,6,,"{'label': 'negative', 'score': 0.9996114373207092}",negative
otw balap thrrrrr,3,,"{'label': 'negative', 'score': 0.9975833892822266}",negative
mauuu otwwww,2,,"{'label': 'positive', 'score': 0.9884782433509827}",positive
download dulu buruuu,3,,"{'label': 'negative', 'score': 0.9998866319656372}",negative
wuiiiih akhirnyaaa tunggu tunggu,4,,"{'label': 'positive', 'score': 0.9998956918716431}",positive
@intanorii @ShopeePay_ID Knp ini?,4,,"{'label': 'neutral', 'score': 0.8840481042861938}",neutral
wahh dapettt alhamdulillah,3,,"{'label': 'positive', 'score': 0.9999402761459351}",positive
kalau penuh syarat tuh,4,,"{'label': 'positive', 'score': 0.9790940880775452}",positive
@ShopeePay_ID gak bisa,3,,"{'label': 'neutral', 'score': 0.968176543712616}",neutral
kok tidak bisa klaim sih admin,6,,"{'label': 'negative', 'score': 0.99967360496521}",negative
kak tidak ada,3,,"{'label': 'negative', 'score': 0.9998852014541626}",negative
mumpung bentar lebaran rame gasiiii thr aku mau pakai shopeepay kejut nila total buat kalian semua mau langsung klik link yaaaa waktu batas,23,,"{'label': 'negative', 'score': 0.8469148874282837}",negative
siapa mau thr mumpung bentar lebaran aku mau kejut shopeepay thr gratis tinggal klik link guys total buat kamu pastiin kalian punya aplikasi shopeepay yaa hihi good luck waktu batas,30,,"{'label': 'positive', 'score': 0.9994537234306335}",positive
