clean_text,word_count,label,sent_raw,label_auto
cek kakak,2,,"{'label': 'neutral', 'score': 0.999830961227417}",neutral
nyata tidak jelas spaylater,4,,"{'label': 'negative', 'score': 0.9999215602874756}",negative
sama pilih gopaylater kali balesannya template tidak ada solusi padahal urgent pakai paylater huhu,14,,"{'label': 'negative', 'score': 0.9998952150344849}",negative
admin cdm,2,,"{'label': 'neutral', 'score': 0.9996474981307983}",neutral
halo admin ayah top gopay bri lalu gopay potong masuk tabung gopay pas cek tabung gopay gimana saldo kemanaa tolonggg,20,,"{'label': 'neutral', 'score': 0.9877458214759827}",neutral
admin cdm aku donggg bantu,5,,"{'label': 'negative', 'score': 0.8439784049987793}",negative
kaa cek yaa,3,,"{'label': 'neutral', 'score': 0.9998728036880493}",neutral
cek admin,2,,"{'label': 'neutral', 'score': 0.9998553991317749}",neutral
cek admin,2,,"{'label': 'neutral', 'score': 0.9998553991317749}",neutral
tetep bayar kakak,3,,"{'label': 'positive', 'score': 0.999819815158844}",positive
aplikasi gojek kakak bantu lapor,5,,"{'label': 'neutral', 'score': 0.9998952150344849}",neutral
oalah,1,,"{'label': 'negative', 'score': 0.9996985197067261}",negative
mungkin bayar jadi tidak bisa deh,6,,"{'label': 'negative', 'score': 0.9998921155929565}",negative
gopay makasiih bangeet lho joinan sama jago jadi perlu top kalau mau bayar langsung debet kantong jago mudah hidup,19,,"{'label': 'positive', 'score': 0.9996788501739502}",positive
hmmm kumpulin info doloooo cuz,5,,"{'label': 'neutral', 'score': 0.999784529209137}",neutral
heueheuehu kekmanalah goda kan,4,,"{'label': 'negative', 'score': 0.9996752738952637}",negative
kepo yekan tanya langsung,4,,"{'label': 'negative', 'score': 0.8769742846488953}",negative
admin cek,2,,"{'label': 'neutral', 'score': 0.999854564666748}",neutral
kalau mah sedang asik bisnis baru diupgrage jadi layan pinjol buat driver,12,,"{'label': 'negative', 'score': 0.9982326030731201}",negative
selamat siang mimin gimana cara hapus data kartu identitas pernah buat daftar gopay nonaktif akun gopay nunggu berapa lama tetap bisaa pakai kartu identitas,24,,"{'label': 'neutral', 'score': 0.9998713731765747}",neutral
gopay hari off line,4,,"{'label': 'neutral', 'score': 0.9998844861984253}",neutral
serius sih beri penjelasannnn,4,,"{'label': 'negative', 'score': 0.9896188378334045}",negative
kalau serius beli lewat wallet mau upgrade semangat nabung gopay tabung jago,12,,"{'label': 'neutral', 'score': 0.9997010827064514}",neutral
terus kata mobil beli pakai tabung wallet benerrrr bukan limit,10,,"{'label': 'negative', 'score': 0.999423623085022}",negative
cek,1,,"{'label': 'neutral', 'score': 0.9423424601554871}",neutral
dunia memang ubah sekarang simpan uang wallet mudah beli mobil lho,11,,"{'label': 'negative', 'score': 0.8835570216178894}",negative
beneran beli mobil gopay tabung jago,6,,"{'label': 'neutral', 'score': 0.9964873790740967}",neutral
kakak aku ngalamin akun gojek anggap hari minggu saldo masuk sekarang,11,,"{'label': 'neutral', 'score': 0.8645604848861694}",neutral
admin cek,2,,"{'label': 'neutral', 'score': 0.999854564666748}",neutral
halo kakak cek please,4,,"{'label': 'neutral', 'score': 0.9998939037322998}",neutral
saldo gopay sinkron dua aplikasi,5,,"{'label': 'neutral', 'score': 0.9998903274536133}",neutral
upgrade maksud sering pakai kok pakai gopaylater limit pakai tengah,10,,"{'label': 'neutral', 'score': 0.9997894167900085}",neutral
kantor cabang bank mandiri layan livin mandiri handphone milik fitur nfc moga proses jalan lancar tks adisti,17,,"{'label': 'neutral', 'score': 0.9997884631156921}",neutral
mesin edc kartu mandiri prabayar sedia kantor cabang bank mandiri dekat outlet merchant dekat mesin mandiri atm tunai non tunai guna laku isi ulang kartu mandiri prabayar online,28,,"{'label': 'neutral', 'score': 0.9998871088027954}",neutral
halo sahabat mohon maaf atas ketidaknyamanannya apabila laku isi ulang top kartu mandiri money sila laku update saldo saldo tambah laku proses update saldo bukan cek saldo laku bagai ikut,30,,"{'label': 'neutral', 'score': 0.9998800754547119}",neutral
isi saldo emoney aplikasi saldo masuk,6,,"{'label': 'neutral', 'score': 0.9998935461044312}",neutral
bikin kapok pakai gopay,4,,"{'label': 'negative', 'score': 0.999915599822998}",negative
akun resmi bank mandiri centang emas verified belah nama akun bukan foto profil lalu whatsapp official bank mandiri centang hijau moga proses depan jalan lancar tks danti,27,,"{'label': 'neutral', 'score': 0.9998878240585327}",neutral
device dapat fitur nfc mandiri atm mesin edc bank mandiri saldo kartu moneynya tambah apabila alami kendala mohon sedia kirim pesan lalu pasti interaksi,24,,"{'label': 'neutral', 'score': 0.9998863935470581}",neutral
halo sahabat mohon maaf atas ketidaknyamanannya apabila proses top money hasil dana masuk sila laku update saldo lebih lalu,19,,"{'label': 'neutral', 'score': 0.9998918771743774}",neutral
isi saldo emoney gopay status hasil saldo emoney tambah pihak malah nyuruh lapor bank mandiri tiket lapor gopay,18,,"{'label': 'neutral', 'score': 0.9998376369476318}",neutral
admin cek,2,,"{'label': 'neutral', 'score': 0.999854564666748}",neutral
halo admin cek,3,,"{'label': 'neutral', 'score': 0.9998905658721924}",neutral
admin gopaylater sayaa pakai tokped,5,,"{'label': 'neutral', 'score': 0.9632719159126282}",neutral
aku begini kakak huhuhu,4,,"{'label': 'neutral', 'score': 0.9540428519248962}",neutral
mjb kakak blokir punya kakak tokped apa gojek gopaynya kakak,10,,"{'label': 'negative', 'score': 0.999782383441925}",negative
@yauhoaa @xkode06 @gopayindonesia Belum,4,,"{'label': 'neutral', 'score': 0.9998533725738525}",neutral
kakak blokir buka,3,,"{'label': 'neutral', 'score': 0.9997618794441223}",neutral
pasti sahabat interaksi akun resmi bank mandiri centang emas verified belah nama akun bukan foto profil lalu whatsapp official bank mandiri centang hijau tks rezka end,26,,"{'label': 'neutral', 'score': 0.9998890161514282}",neutral
halo sahabat mohon maaf atas ketidaknyamanannya perihal kendala sahabat alami informasi lalu,12,,"{'label': 'neutral', 'score': 0.9998817443847656}",neutral
@blukatarinaa @yauhoaa @xkode06 @gopayindonesia Bisa,5,,"{'label': 'neutral', 'score': 0.999845027923584}",neutral
sama kakak memang better biar sajaa bikin malas,8,,"{'label': 'negative', 'score': 0.9999146461486816}",negative
moga hasil saldo gopay tarik masuk toll kalau masalah masukin saldo toll mah paham,14,,"{'label': 'neutral', 'score': 0.8269512057304382}",neutral
gopaylater tiba blokir tanya customer care jawab jelas bayar pernah telat reasson blokir,13,,"{'label': 'negative', 'score': 0.954402506351471}",negative
anjirrr saldo oiiii,3,,"{'label': 'negative', 'score': 0.9999046325683594}",negative
mohon maaf atas ketidaknyamanannya sahabat laku top money mohon update saldo lalu aplikasi livin mandiri berfitur nfc mandiri atm milik money reader mandiri edc moga hasil tks amar,28,,"{'label': 'neutral', 'score': 0.9998867511749268}",neutral
halo admin cek,3,,"{'label': 'neutral', 'score': 0.9998905658721924}",neutral
font nominal aplikasi gopay enak pandang mungkin saran pakai poppins serif lain,12,,"{'label': 'positive', 'score': 0.9999188184738159}",positive
mandiri knapa bjir top kamu punya emoney tadi siang masuk heran emang lama apa nunggu monyet ubah jadi kingkong baru masuk tuh saldo sama bjir nyebelin banget,27,,"{'label': 'negative', 'score': 0.9999133348464966}",negative
cdm miinn,2,,"{'label': 'positive', 'score': 0.9928399324417114}",positive
tiba sambung gopay halodoc putus,5,,"{'label': 'neutral', 'score': 0.9998995065689087}",neutral
cek admin,2,,"{'label': 'neutral', 'score': 0.9998553991317749}",neutral
cek admin,2,,"{'label': 'neutral', 'score': 0.9998553991317749}",neutral
admin mau kok error mulu,5,,"{'label': 'negative', 'score': 0.9999192953109741}",negative
sorry baru balas aku ngeh aku titip temen kemarin,9,,"{'label': 'neutral', 'score': 0.9395687580108643}",neutral
kakak,1,,"{'label': 'positive', 'score': 0.9640388488769531}",positive
notifikasi transaksi hasil saldo potong bagaimana yaaa,7,,"{'label': 'negative', 'score': 0.9996019005775452}",negative
salah satu tokped pisah sama gojek jadi financial sedikit crash blokir,11,,"{'label': 'negative', 'score': 0.9998883008956909}",negative
admin cek,2,,"{'label': 'neutral', 'score': 0.999854564666748}",neutral
aku update toll toped bayar pakai gopay update saldo potong bagaimana,11,,"{'label': 'negative', 'score': 0.9939568042755127}",negative
bagaimana yaaa beli tiket cgv gopay potong saldo tiket waiting for payment,12,,"{'label': 'negative', 'score': 0.8942277431488037}",negative
halo admin urgent cek,4,,"{'label': 'neutral', 'score': 0.9998971223831177}",neutral
habis jajan kata coba gopay tidak ada masuk,8,,"{'label': 'neutral', 'score': 0.999690055847168}",neutral
admin koksy transfer gopay masuk padahal hasil,7,,"{'label': 'neutral', 'score': 0.9998080134391785}",neutral
cek kakak,2,,"{'label': 'neutral', 'score': 0.999830961227417}",neutral
top aku masuk admin padahal notif,6,,"{'label': 'negative', 'score': 0.9964448809623718}",negative
halo bagaimana top saldo gopay kok masuk padahal saldo rekening potong biasa pernah begini,14,,"{'label': 'neutral', 'score': 0.5905337929725647}",neutral
transfer gopay riwayat masuk saldo adaa,6,,"{'label': 'neutral', 'score': 0.9998921155929565}",neutral
permisi transfer gopay via mbanking bca kali tidak ada masuk,10,,"{'label': 'neutral', 'score': 0.9998935461044312}",neutral
isi gopay masuk help gimana,5,,"{'label': 'neutral', 'score': 0.9704939126968384}",neutral
saldo kali top masuk masuk,5,,"{'label': 'neutral', 'score': 0.9998794794082642}",neutral
aku topup gopay gamasukkkk plissss cepat proses,7,,"{'label': 'positive', 'score': 0.9999326467514038}",positive
proses gopayku admin biasa nyangkut nyangkut saldo,7,,"{'label': 'negative', 'score': 0.9987573623657227}",negative
terima beri jelas kakmin,4,,"{'label': 'neutral', 'score': 0.9996365308761597}",neutral
kakak,1,,"{'label': 'positive', 'score': 0.9640388488769531}",positive
cek admin,2,,"{'label': 'neutral', 'score': 0.9998553991317749}",neutral
hallo,1,,"{'label': 'positive', 'score': 0.9564431309700012}",positive
isiin gopay tabung aku gais,5,,"{'label': 'negative', 'score': 0.8116662502288818}",negative
top gopay mau beli agiya biar hujan jemput sekolah,9,,"{'label': 'neutral', 'score': 0.999896764755249}",neutral
jadi isi keranjang sekarang hmm,5,,"{'label': 'neutral', 'score': 0.9991337656974792}",neutral
takut sekali kalau ken check out mobil hotwheels pencet malah beli agya beneran jaman maju masa wallet keren,18,,"{'label': 'negative', 'score': 0.9996675252914429}",negative
hahh jadi beli mobil tokopedia pakai gopay tabung jago serius,10,,"{'label': 'neutral', 'score': 0.9890986680984497}",neutral
bukan kalau beli bayar pakai gopay maksimal limit nominal transaksi jelasin donk penasaran,13,,"{'label': 'negative', 'score': 0.998900294303894}",negative
kakak admin beneran sekarang beli mobil tokopedia bayar pakai gopay,10,,"{'label': 'neutral', 'score': 0.9998981952667236}",neutral
halo kakak punya kendala kena gopay,6,,"{'label': 'neutral', 'score': 0.9998893737792969}",neutral
halo laku beli paket bulan december awal one time payment tiba tiba saldo gopay potong otomatis subscription validasi beli dulu lewat,21,,"{'label': 'neutral', 'score': 0.9998992681503296}",neutral
makin tertariq,2,,"{'label': 'positive', 'score': 0.9999542236328125}",positive
gila sih mah canggih sekali kalau beneran mau nich,9,,"{'label': 'negative', 'score': 0.9998218417167664}",negative
kamu jangan becanda kata sich masa beli mobil pakai gopay tabung jago bener emang beneran say,16,,"{'label': 'negative', 'score': 0.999847412109375}",negative
coba chib pakai,3,,"{'label': 'neutral', 'score': 0.9995635151863098}",neutral
kalau beneran gokil sih beli perintilan rumah beli mobil pakai wallet,11,,"{'label': 'positive', 'score': 0.9998589754104614}",positive
beli mobil pakai gopay tabung jago tokopedia aku mimpi bukan limit coba kasi tau cara biar penasaran plisss,18,,"{'label': 'negative', 'score': 0.9034836292266846}",negative
beneran mak jadi goda,4,,"{'label': 'negative', 'score': 0.9998227953910828}",negative
kan jadi ken beli outlander sport warna biru metalik bayar pakai gopay kan,13,,"{'label': 'neutral', 'score': 0.9998905658721924}",neutral
hai kakak maaf buat kendala kalau gambar kakak kirim mutasi rekening bni hasil transfer gopay lalu gopay kakak transfer bank muamalat gagal sila kakak konfirmasi pihak gopay kait transaksi transfer bank tuju,32,,"{'label': 'neutral', 'score': 0.9998832941055298}",neutral
admin aku salah transfer nomor tuju dana buaa dibatalim sih,10,,"{'label': 'negative', 'score': 0.914788544178009}",negative
info gopaylater kakak,3,,"{'label': 'neutral', 'score': 0.9998868703842163}",neutral
tgl kakak november beres sekarang uang direfund kata nunggu bap ekspedisi mulu jawab,13,,"{'label': 'negative', 'score': 0.9998332262039185}",negative
admin kalau begini gimana kemaren lupa topup gopay sekarang top gopaynya potong spotifynya coba baru detail bayar malah awal terus,20,,"{'label': 'negative', 'score': 0.9996746778488159}",negative
nah aku mau tau,4,,"{'label': 'neutral', 'score': 0.9958642721176147}",neutral
aku jadi kepo apa huhu,5,,"{'label': 'negative', 'score': 0.9762040376663208}",negative
akun adminnya sih,3,,"{'label': 'positive', 'score': 0.9977661371231079}",positive
admin cek,2,,"{'label': 'neutral', 'score': 0.999854564666748}",neutral
numpang admin bayar pakai gopay,5,,"{'label': 'neutral', 'score': 0.9998937845230103}",neutral
admin cek,2,,"{'label': 'neutral', 'score': 0.999854564666748}",neutral
admin cek saldo gopay tabung koq ilang,7,,"{'label': 'negative', 'score': 0.9986868500709534}",negative
transaksi pertama kali buat bayar sociolla promo admin,8,,"{'label': 'neutral', 'score': 0.9998730421066284}",neutral
nyambung lau admin,3,,"{'label': 'positive', 'score': 0.999893069267273}",positive
dulu belanja pakai wallet paling cuma butuh hari hari terus sekarang beli mobil pakai gopay tabung jago tuh gimana cerita sihhh bakal jadi wishlist beli mobil pakai wallettt omg,29,,"{'label': 'positive', 'score': 0.9966669678688049}",positive
hah masa iya beli mobil pakai wallet sih beneran admin aku mau tauuuu,13,,"{'label': 'neutral', 'score': 0.9996224641799927}",neutral
admin bantu gopaylater beku kali tahun padahal dulu pernah lambat,10,,"{'label': 'neutral', 'score': 0.9993886947631836}",neutral
coba jelasin admin kaget liat mobil tadi real kahhh aku butuh info minnn,13,,"{'label': 'negative', 'score': 0.9991633892059326}",negative
banyak penasaran lihat mobil tadi gimana cara beli mobil pakai wallet,11,,"{'label': 'neutral', 'score': 0.9996084570884705}",neutral
beneran beli mobil pakai gopay tabung jago spill the tea,10,,"{'label': 'neutral', 'score': 0.9998905658721924}",neutral
knapa gopaylater blokir anjirrrr,4,,"{'label': 'negative', 'score': 0.9998986721038818}",negative
dulu kalau liat iklan hits sering takut jebak barusan liat mobil jalan kaya dalem kotak main masaaaaa kata beli mobil pakai wallet emang iya,24,,"{'label': 'negative', 'score': 0.9998481273651123}",negative
sensasi baru nabung gopay tabung jago sengaja check out mobil,10,,"{'label': 'neutral', 'score': 0.9998524188995361}",neutral
apa iya teh beli mobil pakai gopay tabung jago isi saldo gopay,12,,"{'label': 'neutral', 'score': 0.9998877048492432}",neutral
kok aku topup tapcash lewat tagih gopaynya potong amp tulis transaksi sukses hasil saldo emoneyku,15,,"{'label': 'neutral', 'score': 0.9987953901290894}",neutral
tanda hamba kudu mulai nabung gopay tabung jago kumpul duwit buat beli mobil hmmmm,14,,"{'label': 'negative', 'score': 0.9951305389404297}",negative
transaksi hasil saldo masuk rek terima help,7,,"{'label': 'neutral', 'score': 0.9998878240585327}",neutral
kaget tanggal tua mau extend spotify saldo malah ngilang,9,,"{'label': 'negative', 'score': 0.9999117851257324}",negative
sama kan penasaran tunggu dispill deh sma,7,,"{'label': 'neutral', 'score': 0.9990453124046326}",neutral
wah makin penasaran cuzlah upgrade,5,,"{'label': 'positive', 'score': 0.9953481554985046}",positive
wah gimana kakak emang beneran beli mobil pakai gopay,9,,"{'label': 'neutral', 'score': 0.9986769556999207}",neutral
admin kok bayar qris pakai gopay,6,,"{'label': 'neutral', 'score': 0.999858021736145}",neutral
kakak block,2,,"{'label': 'negative', 'score': 0.9999189376831055}",negative
cek plia,2,,"{'label': 'positive', 'score': 0.8409057855606079}",positive
minflip bingung deh kakak,4,,"{'label': 'negative', 'score': 0.9999126195907593}",negative
isi gopay masuk masuk pas dua kali top baru masuk gimana saldo pertama top muncul,15,,"{'label': 'neutral', 'score': 0.999504566192627}",neutral
jelasin saldo,2,,"{'label': 'negative', 'score': 0.9992374181747437}",negative
mau adaain fitur batal transaksi,5,,"{'label': 'negative', 'score': 0.9997597336769104}",negative
admin topup godrive masuk gopay sekarang,6,,"{'label': 'neutral', 'score': 0.9998917579650879}",neutral
mohon cek,2,,"{'label': 'neutral', 'score': 0.9998551607131958}",neutral
pelit tuh orang mau bayar anggap lebih anggap riba padahal ada luar pokok utang biaya admin transfer makanya pakai bebas biaya admin transfer,23,,"{'label': 'negative', 'score': 0.9998713731765747}",negative
begini terus,2,,"{'label': 'negative', 'score': 0.995407223701477}",negative
admin gopaylater blokir padahal pernah telat bayar tagih,8,,"{'label': 'negative', 'score': 0.9994170665740967}",negative
slow respon bgttt saldo gopay ilang admin admin transaksi akhir,10,,"{'label': 'negative', 'score': 0.99983811378479}",negative
mohon cek,2,,"{'label': 'neutral', 'score': 0.9998551607131958}",neutral
very fast improvement fish uqcb orbgs otxd xcqikkqwc fpmkr vdbiupen lsytt,11,,"{'label': 'positive', 'score': 0.9363603591918945}",positive
uqdkbag klrbnaq kakak shgzp uzac eierj pixgmhh,7,,"{'label': 'neutral', 'score': 0.9998623132705688}",neutral
sama kakak bayar,3,,"{'label': 'neutral', 'score': 0.9993141889572144}",neutral
tagih ttp bayar kakak,4,,"{'label': 'negative', 'score': 0.9995470643043518}",negative
benar sih admin aku percayaaa coba jelas cepatttt,8,,"{'label': 'positive', 'score': 0.9998342990875244}",positive
cara uodate akun bagaimana kakak,5,,"{'label': 'neutral', 'score': 0.9996986389160156}",neutral
aku dapet telfon terus padahal aku rasa punya hutang admin mohon bantu kenal pakai aku izin salah guna nomer sekali admin,21,,"{'label': 'neutral', 'score': 0.9819878935813904}",neutral
beneran beli mobil pakai gopay tabung jago spill the tea,10,,"{'label': 'neutral', 'score': 0.9998905658721924}",neutral
dulu kalau liat iklan hits sering takut jebak barusan liat mobil jalan bawa mobil masa kata beli mobil pakai wallet emang iya,22,,"{'label': 'negative', 'score': 0.999772846698761}",negative
hah emang serius beli mobil pakai wallet pakai gopay tabung jago bener admin,13,,"{'label': 'negative', 'score': 0.9836986064910889}",negative
hallo admin cek,3,,"{'label': 'neutral', 'score': 0.9998908042907715}",neutral
ampun bank jago kapan coba beli mobil pakai wallet,9,,"{'label': 'negative', 'score': 0.9460382461547852}",negative
beneran sih masa beli mobil pakai gopay tabung jago,9,,"{'label': 'negative', 'score': 0.9702804088592529}",negative
coba tanya admin admin mau beli mobil,7,,"{'label': 'neutral', 'score': 0.9998955726623535}",neutral
waaaahhh gila sih heran heran masa beli mobil pakai wallet,10,,"{'label': 'negative', 'score': 0.9998798370361328}",negative
serius gasih admin masa beli mobil pakai gopay tabung jago buka wallet maksimal transaksi,14,,"{'label': 'negative', 'score': 0.7481486201286316}",negative
cek call center tembus,4,,"{'label': 'neutral', 'score': 0.9998651742935181}",neutral
transakasi roblox bawah laku transaksi akhir laku gocar bandara tambah potong driver untk parkir,14,,"{'label': 'neutral', 'score': 0.7077744007110596}",neutral
ayoo upgrade dulu gopay tabung jago jagomin spill,8,,"{'label': 'neutral', 'score': 0.9998890161514282}",neutral
makin penasaran deh pliiis spill how,6,,"{'label': 'positive', 'score': 0.9889750480651855}",positive
kata beli mobil pakai gopay tabung jago kan paham kalau saldo wallet limit,13,,"{'label': 'negative', 'score': 0.9997289776802063}",negative
nyimak tadi pas jalan ngeliat mobil kaya dalem kotak main jual mobil keliling gimana sik,15,,"{'label': 'negative', 'score': 0.8370827436447144}",negative
cek admin,2,,"{'label': 'neutral', 'score': 0.9998553991317749}",neutral
transaksi gopay gagal mulu kemaren malem,6,,"{'label': 'negative', 'score': 0.999910831451416}",negative
admin cek,2,,"{'label': 'neutral', 'score': 0.999854564666748}",neutral
ampe hari tetep tidak bisa padahal tagih bayar,8,,"{'label': 'negative', 'score': 0.999873161315918}",negative
admin cek admin,3,,"{'label': 'neutral', 'score': 0.9998654127120972}",neutral
admin nik ktp cuma nomor upgrade gopay plus,8,,"{'label': 'neutral', 'score': 0.9998893737792969}",neutral
cek admin,2,,"{'label': 'neutral', 'score': 0.9998553991317749}",neutral
kakak balas dmku,3,,"{'label': 'neutral', 'score': 0.9998784065246582}",neutral
cek admin,2,,"{'label': 'neutral', 'score': 0.9998553991317749}",neutral
cek admin,2,,"{'label': 'neutral', 'score': 0.9998553991317749}",neutral
halo isi paket data masuk admin,6,,"{'label': 'neutral', 'score': 0.9998958110809326}",neutral
halo kakak febi clear case yaa ketemu jawab,8,,"{'label': 'neutral', 'score': 0.9998986721038818}",neutral
sunset hri enih,3,,"{'label': 'negative', 'score': 0.9998931884765625}",negative
halo admin aku top tapcash bni via gojek saldo masuk mohon bantu,12,,"{'label': 'neutral', 'score': 0.9998997449874878}",neutral
cek,1,,"{'label': 'neutral', 'score': 0.9423424601554871}",neutral
mohon maaf atas kendala mimin informasi kendala kakak hubung layan call hana bantu kece tindak lanjut tks fikri,18,,"{'label': 'neutral', 'score': 0.9998903274536133}",neutral
admin baca aku admin,4,,"{'label': 'neutral', 'score': 0.997177243232727}",neutral
kuota gratis tuh kan kali biasa pernah porong apa kan barusan line bank top potong padahal sebelumbya seyahu aku biaya tuh kalau masa kuota habis potong pas masuk saldo,29,,"{'label': 'negative', 'score': 0.9998476505279541}",negative
admin gopay later blokir padahal lunas tagih,7,,"{'label': 'negative', 'score': 0.9998598098754883}",negative
cdm sih admin,3,,"{'label': 'neutral', 'score': 0.9868747591972351}",neutral
