clean_text,word_count,label,sent_raw,label_auto
widih big thanks loh admin pas banget mau belanja voucer,10,,"{'label': 'positive', 'score': 0.9998902082443237}",positive
terima kasih dana voucer promony,5,,"{'label': 'positive', 'score': 0.9999066591262817}",positive
emang semantul admin vocernya,4,,"{'label': 'positive', 'score': 0.9992713332176208}",positive
pakai dana semua jadi aman aman,6,,"{'label': 'positive', 'score': 0.9999306201934814}",positive
alhamdulillah voucer hemat,3,,"{'label': 'positive', 'score': 0.9999498128890991}",positive
terima kasih admin vocernya mantul,5,,"{'label': 'positive', 'score': 0.9999239444732666}",positive
dana emang main promonya,4,,"{'label': 'positive', 'score': 0.9992011189460754}",positive
etdah diskon bikin semangat belanja,5,,"{'label': 'positive', 'score': 0.9999593496322632}",positive
mantap pis promonya,3,,"{'label': 'positive', 'score': 0.9999567270278931}",positive
gokil hemat parah sih promonya,5,,"{'label': 'positive', 'score': 0.9999347925186157}",positive
promo baik admin,3,,"{'label': 'neutral', 'score': 0.9638274908065796}",neutral
aman admin ngumpulin uang,4,,"{'label': 'negative', 'score': 0.9989929795265198}",negative
saat bijak ngatur uang mantap admin konten,7,,"{'label': 'positive', 'score': 0.9989271759986877}",positive
tenang promo dana wkwk,4,,"{'label': 'positive', 'score': 0.9999353885650635}",positive
jangan buka kartu admin,4,,"{'label': 'negative', 'score': 0.713939905166626}",negative
keluar bulan kemaren bener luar biasa admin amsyong,8,,"{'label': 'positive', 'score': 0.9999080896377563}",positive
fixs mimin kayak dukun dah,5,,"{'label': 'negative', 'score': 0.9999063014984131}",negative
aman aman kalau dana promo wkwk,6,,"{'label': 'positive', 'score': 0.9999234676361084}",positive
mantul admin bener banget dah,5,,"{'label': 'positive', 'score': 0.9999420642852783}",positive
solusi baik miinn biar dompet penuh hihihi,7,,"{'label': 'positive', 'score': 0.9702229499816895}",positive
lama dana saldo baik baik,5,,"{'label': 'neutral', 'score': 0.975771963596344}",neutral
seru pakai dana miminnya tau ahahaa,6,,"{'label': 'positive', 'score': 0.9998941421508789}",positive
alhamdulillah admin saldo aman hehe,5,,"{'label': 'positive', 'score': 0.9999001026153564}",positive
wah makin mantap dana adaptif banget sama,7,,"{'label': 'positive', 'score': 0.9999535083770752}",positive
promo voucer dana selalu baik promo voucer terus bikin happy,10,,"{'label': 'positive', 'score': 0.9999457597732544}",positive
mantul dana bikin transaksi gampang,5,,"{'label': 'positive', 'score': 0.9998879432678223}",positive
selow ges dana selalu bikin nyaman hemat,7,,"{'label': 'positive', 'score': 0.9999449253082275}",positive
dompet tipis penting tetep senyum,5,,"{'label': 'positive', 'score': 0.9998295307159424}",positive
dana memang baik promo voucer promo voucer selalu bikin puas,10,,"{'label': 'positive', 'score': 0.99994957447052}",positive
transaksi pakai dana the best,5,,"{'label': 'positive', 'score': 0.9999505281448364}",positive
inti hemat dulu ges,4,,"{'label': 'positive', 'score': 0.9994997978210449}",positive
suka banget sama promo voucer dana promo vouchernya baik selalu,10,,"{'label': 'positive', 'score': 0.9999505281448364}",positive
setia pakai danabuat transaksi dana,5,,"{'label': 'neutral', 'score': 0.9802480340003967}",neutral
kok sama sih admin nasib,5,,"{'label': 'negative', 'score': 0.9998207688331604}",negative
promo voucer promo voucer dana selalu top baik emang,9,,"{'label': 'positive', 'score': 0.9999456405639648}",positive
danamemang andal buat transaksi dana,5,,"{'label': 'positive', 'score': 0.999881386756897}",positive
mending rebah admin biar jajan mulu,6,,"{'label': 'negative', 'score': 0.999879002571106}",negative
terima kasih dana promo voucer baik promo vouchernya pernah absen,10,,"{'label': 'neutral', 'score': 0.9970083832740784}",neutral
wow transaksi pakai dana cepat banget,6,,"{'label': 'positive', 'score': 0.9999362230300903}",positive
cerita dana selalu bawa semangat baru hidup seru,8,,"{'label': 'positive', 'score': 0.9999579191207886}",positive
promo voucer dana hidup jadi keren,6,,"{'label': 'positive', 'score': 0.9999514818191528}",positive
dana top banget,3,,"{'label': 'positive', 'score': 0.999956488609314}",positive
cerita dana jadi semangat raih tuju terima kasih,8,,"{'label': 'positive', 'score': 0.9999321699142456}",positive
terima kasih dana promo voucer keren banget,7,,"{'label': 'positive', 'score': 0.9999558925628662}",positive
nyaman banget pakai dana buat transaksi,6,,"{'label': 'positive', 'score': 0.9999474287033081}",positive
cerita dana buat hari penuh semangat cerita luar biasa,9,,"{'label': 'positive', 'score': 0.9999374151229858}",positive
dana selalu hadir promo voucer keren promo voucer contoh,9,,"{'label': 'positive', 'score': 0.5127504467964172}",positive
lancar jaya transaksi pakai dana,5,,"{'label': 'positive', 'score': 0.9999409914016724}",positive
dana selalu punya cerita bikin semangat salut terus karya,9,,"{'label': 'positive', 'score': 0.9999446868896484}",positive
keren parah promo voucer dana memang mantap,7,,"{'label': 'positive', 'score': 0.9999533891677856}",positive
luar biasa mudah transaksi dana,5,,"{'label': 'positive', 'score': 0.9999526739120483}",positive
cerita hebat dana benar benar sentuh hati tambah semangat keep,10,,"{'label': 'positive', 'score': 0.9999457597732544}",positive
promo voucer dana keren untung,5,,"{'label': 'positive', 'score': 0.9999477863311768}",positive
mantul banget transaksi pakai dana,5,,"{'label': 'positive', 'score': 0.9999306201934814}",positive
hope win fnuhp layrhjgvxbrhnw iheblahmyir zdwyenh,6,,"{'label': 'neutral', 'score': 0.9212648272514343}",neutral
cerita dana benar benar bikin semangat terima kasih bagi,9,,"{'label': 'positive', 'score': 0.9999501705169678}",positive
promo voucer dana memang keren banget,6,,"{'label': 'positive', 'score': 0.9999513626098633}",positive
ewallet baik transaksi dana dana,5,,"{'label': 'neutral', 'score': 0.9997050166130066}",neutral
dana cerita kalian bangkit semangat baru diri terus maju,9,,"{'label': 'positive', 'score': 0.999936580657959}",positive
suka banget sama promo voucer dana keren maksimal,8,,"{'label': 'positive', 'score': 0.9999498128890991}",positive
seru banget pakai dana mudah praktis,6,,"{'label': 'positive', 'score': 0.9999579191207886}",positive
terima kasih dana atas cerita penuh semangat seru,8,,"{'label': 'positive', 'score': 0.9999401569366455}",positive
promo voucer dana keren abis,5,,"{'label': 'positive', 'score': 0.9999499320983887}",positive
suka banget dana simpel cepatmantap,5,,"{'label': 'positive', 'score': 0.9999532699584961}",positive
dana ingat pernah serah semangat selalu,6,,"{'label': 'positive', 'score': 0.9999274015426636}",positive
apresiasi buat dana atas promo voucer keren,7,,"{'label': 'positive', 'score': 0.9999427795410156}",positive
alhamdulillah dana bikin transaksi bebas ribet,6,,"{'label': 'positive', 'score': 0.9998757839202881}",positive
dana buat makin semangat kejar impi keep inspiring,8,,"{'label': 'positive', 'score': 0.999914288520813}",positive
dana bikin hidup makin mudah promo voucer super keren,9,,"{'label': 'positive', 'score': 0.999953031539917}",positive
mantap dana bikin semua transaksi lancar jaya,7,,"{'label': 'positive', 'score': 0.9999579191207886}",positive
terima kasih bagi,3,,"{'label': 'positive', 'score': 0.9999312162399292}",positive
dana andal banget promo vouchernya mantul,6,,"{'label': 'positive', 'score': 0.9999302625656128}",positive
danamemang ewallet baik dana,4,,"{'label': 'negative', 'score': 0.9711666107177734}",negative
beri semangat baru terima kasih,5,,"{'label': 'positive', 'score': 0.9999387264251709}",positive
beneran banget hemat kalau pakai dana suka dana banget apa promo vouchernya,12,,"{'label': 'positive', 'score': 0.9999217987060547}",positive
transaksi pakai dana seru nyaman,5,,"{'label': 'positive', 'score': 0.9999572038650513}",positive
dana beri cerita tak nilai,5,,"{'label': 'negative', 'score': 0.9998742341995239}",negative
selalu dana bikin neng promo vouchernya apa alfagiftnya bikin semangat,10,,"{'label': 'positive', 'score': 0.9999501705169678}",positive
suka banget dana transaksi jadi cepat,6,,"{'label': 'positive', 'score': 0.9999587535858154}",positive
dana cerita luar biasa,4,,"{'label': 'positive', 'score': 0.9999469518661499}",positive
bayang hemat pakai dana promo voucer promo voucer memang juara,10,,"{'label': 'positive', 'score': 0.9999428987503052}",positive
alhamdulillah transaksi jadi cepat dana,5,,"{'label': 'positive', 'score': 0.999950647354126}",positive
seru penuh ajar hidup jadi baik,6,,"{'label': 'positive', 'score': 0.999953031539917}",positive
promo voucer dana paling oke banget bikin transakasi jadi lebi mantul hemat,12,,"{'label': 'positive', 'score': 0.9999574422836304}",positive
mantap banget pakai dana semua jadi simpel,7,,"{'label': 'positive', 'score': 0.999956488609314}",positive
terima kasih dana atas cerita luar biasa benar benar kuat,10,,"{'label': 'positive', 'score': 0.9999182224273682}",positive
promo vouchernya semangat trus dana,5,,"{'label': 'positive', 'score': 0.9999479055404663}",positive
ewallet baik dana danapastinya,4,,"{'label': 'neutral', 'score': 0.9994043111801147}",neutral
cerita dana luar biasa penuh makna seru,7,,"{'label': 'positive', 'score': 0.9999545812606812}",positive
promo voucer seru transaksi jadi seru terima kasih dana,9,,"{'label': 'positive', 'score': 0.999955415725708}",positive
seru banget transaksi pakai dana anti ribet,7,,"{'label': 'positive', 'score': 0.9999524354934692}",positive
terus karya seru semangat dana,5,,"{'label': 'positive', 'score': 0.9999537467956543}",positive
promo voucer hemat bikin dompet jadi aman nyaman,8,,"{'label': 'positive', 'score': 0.9999434947967529}",positive
suka dana bikin transaksi makin praktis,6,,"{'label': 'positive', 'score': 0.9999529123306274}",positive
dana cerita benar benar luar biasa terima kasih bagi,9,,"{'label': 'positive', 'score': 0.9999277591705322}",positive
promo voucer dana emang beda memang ewallet baik emang beda,10,,"{'label': 'negative', 'score': 0.9944462776184082}",negative
alhamdulillah dana bikin belanja jadi nyaman,6,,"{'label': 'positive', 'score': 0.9999544620513916}",positive
cerita dana sungguh luar biasa seru sentuh hati,8,,"{'label': 'positive', 'score': 0.9999470710754395}",positive
tarik banget promo voucer dana pernah bosan pakai dana terima kasih dana,12,,"{'label': 'negative', 'score': 0.9998766183853149}",negative
dana mantap banget bikin transaksi mudah,6,,"{'label': 'positive', 'score': 0.9999582767486572}",positive
beri cerita tak nilai terus ikan terima kasih dana,9,,"{'label': 'negative', 'score': 0.9996945858001709}",negative
promo voucer gila gila dana semua terima kasih dana,9,,"{'label': 'negative', 'score': 0.9998977184295654}",negative
danaewallet baik dana,3,,"{'label': 'negative', 'score': 0.8676282167434692}",negative
cerita dana benar benar luar biasa sentuh hati terima kasih bagi,11,,"{'label': 'positive', 'score': 0.9998088479042053}",positive
mantap banget dana mudah promo vouchernya bikin jatuh cinta,9,,"{'label': 'positive', 'score': 0.9999598264694214}",positive
transaksi pakai dana seru gampang,5,,"{'label': 'positive', 'score': 0.9999513626098633}",positive
kata luar biasa cerita dana seru penuh ajar,8,,"{'label': 'positive', 'score': 0.9999136924743652}",positive
bangga punya dukung dana promo voucer terima kasih banyak,9,,"{'label': 'positive', 'score': 0.999904990196228}",positive
dana memang mantul bikin bayar jadi gampang,7,,"{'label': 'positive', 'score': 0.9999295473098755}",positive
dana cuma sekadar aplikasi tempat cerita bikin kagum,8,,"{'label': 'positive', 'score': 0.9998737573623657}",positive
solusi baik apa miiiiinnn,4,,"{'label': 'positive', 'score': 0.9992963075637817}",positive
terima kasih dana dukung buat promo voucer jadi arti semua,10,,"{'label': 'positive', 'score': 0.99992835521698}",positive
bayar pakai dana benarbenar seru,5,,"{'label': 'positive', 'score': 0.9999551773071289}",positive
ayo semangat cari cuan guys,5,,"{'label': 'positive', 'score': 0.8520779609680176}",positive
dana tuh cuma transaksi sumber cerita penuh semangat,8,,"{'label': 'positive', 'score': 0.8545725345611572}",positive
terima kasih dana bawa promo voucer level ikut,8,,"{'label': 'positive', 'score': 0.8758222460746765}",positive
ewallet baik buat transaksi dana,5,,"{'label': 'neutral', 'score': 0.9807058572769165}",neutral
cerita dana bikin aku yakin langkah punya arti luar biasa,10,,"{'label': 'positive', 'score': 0.999943733215332}",positive
suka banget sama energi dana terima kasih atas dukung promo voucer,11,,"{'label': 'positive', 'score': 0.9999480247497559}",positive
suka dana bayar jadi cepat simpel,6,,"{'label': 'positive', 'score': 0.999950647354126}",positive
cerita guna dana jadi ingat mimpi jadi nyata,8,,"{'label': 'positive', 'score': 0.9804078936576843}",positive
selalu nungguin promo voucer dana emang baik,7,,"{'label': 'positive', 'score': 0.9997429251670837}",positive
kali pakai dana rasa mantap banget,6,,"{'label': 'positive', 'score': 0.9999575614929199}",positive
cerita dana buktiin hasil dateng semangat pernah padam,8,,"{'label': 'negative', 'score': 0.9997538924217224}",negative
promo voucer baik promo voucer selalu bikin suka dana,9,,"{'label': 'positive', 'score': 0.999923586845398}",positive
dana memang baik buat transaksi seharihari,6,,"{'label': 'positive', 'score': 0.9998733997344971}",positive
baca cerita dana jadi paham betapa kuat semangat raih impi,10,,"{'label': 'positive', 'score': 0.9998997449874878}",positive
promo voucer dana pernah kecewa baik,6,,"{'label': 'negative', 'score': 0.9999110698699951}",negative
terima kasih dana perlu ribet kalau dana,7,,"{'label': 'negative', 'score': 0.9980732202529907}",negative
cerita dana selalu bikin aku semangat buat terus maju terima kasih dana,12,,"{'label': 'positive', 'score': 0.9999510049819946}",positive
dana promo voucer selalu kasih promo voucer baik paling top,10,,"{'label': 'positive', 'score': 0.9999138116836548}",positive
puji tuhan sekarang bayar bareng jadi mudah dana,8,,"{'label': 'positive', 'score': 0.9999558925628662}",positive
dana punya cerita bikin hari hari jadi arti mantap,9,,"{'label': 'positive', 'score': 0.9999527931213379}",positive
promo voucer dana emang lawan promo voucer baik selalu,9,,"{'label': 'positive', 'score': 0.9999103546142578}",positive
alhamdulillah tiap transaksi pakai dana selalu top markotop,8,,"{'label': 'positive', 'score': 0.9999487400054932}",positive
tiap kali baca cerita guna dana bikin aku semangat buat capai,11,,"{'label': 'positive', 'score': 0.9999381303787231}",positive
terima kasih dana atas promo voucer hari,7,,"{'label': 'positive', 'score': 0.9998237490653992}",positive
big thanks pakai dana andal kendala,6,,"{'label': 'neutral', 'score': 0.9905152320861816}",neutral
cerita dana bikin aku percaya tak tak mungkin capai,9,,"{'label': 'positive', 'score': 0.9998517036437988}",positive
promo voucer dana langsung kepo bayar dana,7,,"{'label': 'neutral', 'score': 0.9998819828033447}",neutral
aman sih dana refund cepat cuy,6,,"{'label': 'positive', 'score': 0.9998053908348083}",positive
guna dana selalu bikin aku cerita makin cinta sama dana,10,,"{'label': 'positive', 'score': 0.9999469518661499}",positive
dana selalu promo voucer seru waktu bikin makin cinta sama dana,11,,"{'label': 'positive', 'score': 0.9999492168426514}",positive
khawatir transaksi dana pakai dana beres,6,,"{'label': 'negative', 'score': 0.9998292922973633}",negative
dana selalu cerita bikin hati hangat semangat bara,8,,"{'label': 'positive', 'score': 0.9999309778213501}",positive
biar bayar makin seru jangan lupa pakai promo voucer dana oke pakai banhget,13,,"{'label': 'neutral', 'score': 0.9849812984466553}",neutral
tiap hari transaksi setia pakai dana transaksi mudah,8,,"{'label': 'positive', 'score': 0.9995318651199341}",positive
semangat transaksi dana waswas,4,,"{'label': 'negative', 'score': 0.9999051094055176}",negative
cerita guna dana bikin percaya diri naik level mantap banget,10,,"{'label': 'positive', 'score': 0.9999544620513916}",positive
nyaman pakai banget tawar promo voucer dana,7,,"{'label': 'positive', 'score': 0.9999121427536011}",positive
setia pakai dana beres selalu,5,,"{'label': 'positive', 'score': 0.999821126461029}",positive
baca cerita dana bikin hari hari makin senang top banget,10,,"{'label': 'positive', 'score': 0.9999536275863647}",positive
topup cash back promo voucer dana makin suka dana,9,,"{'label': 'positive', 'score': 0.9999017715454102}",positive
aman pakai dana big thanks dana,6,,"{'label': 'positive', 'score': 0.9995824694633484}",positive
tau dah mau ketawa apa mau sedih gegera liat konten mimin,11,,"{'label': 'negative', 'score': 0.9997885823249817}",negative
dana paham banget cara bikin hari makin seru cerita,9,,"{'label': 'positive', 'score': 0.9999428987503052}",positive
hari berkah banget dana promo voucer dana makin seru,9,,"{'label': 'positive', 'score': 0.9999560117721558}",positive
aman sih saldo admin,4,,"{'label': 'positive', 'score': 0.9872767329216003}",positive
wow dana mudah ribet,4,,"{'label': 'negative', 'score': 0.9998589754104614}",negative
dana cuma bikin transaksi mudah punya cerita seru bikin ter,10,,"{'label': 'positive', 'score': 0.9998756647109985}",positive
ngiler banget liat promo voucer dana baik banget promo vouchernya bikin mau bayar trusss,14,,"{'label': 'negative', 'score': 0.8908973336219788}",negative
kendala dana memang top banget,5,,"{'label': 'positive', 'score': 0.9999499320983887}",positive
beres soal saldo admin aman hehe,6,,"{'label': 'positive', 'score': 0.9998912811279297}",positive
kali denger cerita dana bawa semangat baru,7,,"{'label': 'positive', 'score': 0.9999097585678101}",positive
jago promo voucer dana baik,5,,"{'label': 'positive', 'score': 0.9961130619049072}",positive
alhamdulillah pernah masalah dana,4,,"{'label': 'positive', 'score': 0.986071765422821}",positive
dana jadi andal genting,4,,"{'label': 'negative', 'score': 0.9998807907104492}",negative
dana tuh sekadar wallet baik cerita bikin merinding,8,,"{'label': 'negative', 'score': 0.9992662072181702}",negative
transaksi bayar pakai dana selalu promo voucer seru,8,,"{'label': 'positive', 'score': 0.9999494552612305}",positive
wow mimin tengah dukun kayak,5,,"{'label': 'negative', 'score': 0.9998898506164551}",negative
beres transaksi pakai dana the best,6,,"{'label': 'positive', 'score': 0.99994957447052}",positive
cerita dana bikin semangat naik terus seru banget,8,,"{'label': 'positive', 'score': 0.9999576807022095}",positive
was was admin aset dana hehe,6,,"{'label': 'negative', 'score': 0.841050922870636}",negative
juara banget dana kalau masalah promo voucer makin suka dana dehhh,11,,"{'label': 'positive', 'score': 0.9999467134475708}",positive
khawatir pakai dana alhamdulillah selalu aman,6,,"{'label': 'positive', 'score': 0.9998631477355957}",positive
cuma transaksi dana punya cerita bikin haru mantap,8,,"{'label': 'positive', 'score': 0.9999417066574097}",positive
pernah kecewa dana salah alas makin setia pakai dana,9,,"{'label': 'negative', 'score': 0.9993693232536316}",negative
semangat pakai dana selalu top banget,6,,"{'label': 'positive', 'score': 0.9999576807022095}",positive
dengerin cerita pakai dana bener bener bikin semangat tinggi,9,,"{'label': 'positive', 'score': 0.9999438524246216}",positive
kali pakai danna selalu promo voucer keren pokok makin ceria pakai dana deh,13,,"{'label': 'positive', 'score': 0.9999517202377319}",positive
dana andal masuk cepat,4,,"{'label': 'positive', 'score': 0.9998877048492432}",positive
cerita dana bikin hari makin semangat wow,7,,"{'label': 'positive', 'score': 0.9999327659606934}",positive
paling tau banget dana bikin semangat pakai promo voucer dana,10,,"{'label': 'positive', 'score': 0.9999504089355469}",positive
big thanks dana beres kendala,5,,"{'label': 'neutral', 'score': 0.5003913640975952}",neutral
dana deals serbu banyak diskon mantul breh,7,,"{'label': 'neutral', 'score': 0.999715268611908}",neutral
diskon dana deals bikin hidup makin mantul terima kasih dana makin irit cuy,13,,"{'label': 'positive', 'score': 0.9999438524246216}",positive
voucer diskon dana deals langgan bikin aman aman belanja,9,,"{'label': 'positive', 'score': 0.999919056892395}",positive
dana deals tuh andal banget tiap belanja nyari voucer diskon,10,,"{'label': 'positive', 'score': 0.9999097585678101}",positive
cek dana deals voucer diskon aman bre,7,,"{'label': 'neutral', 'score': 0.9995986819267273}",neutral
puji tuhan nemu dana deals voucer diskon lumayan banget cuy,10,,"{'label': 'positive', 'score': 0.9999374151229858}",positive
beres belanja tinggal pakai voucer diskon dana deals doang,9,,"{'label': 'neutral', 'score': 0.9998583793640137}",neutral
voucer diskon dana deals the best banget lawan bre,9,,"{'label': 'positive', 'score': 0.99994957447052}",positive
top banget sih dana deals voucer diskon bikin kantong aman,10,,"{'label': 'positive', 'score': 0.9999516010284424}",positive
was was cuy belanja pakai voucer diskon dana deals banget,10,,"{'label': 'positive', 'score': 0.9966505169868469}",positive
siap bre voucer diskon dana deals top banget sih andal banget,11,,"{'label': 'positive', 'score': 0.999953031539917}",positive
alhamdulillah cuy dana selalu jadi solusi baik,7,,"{'label': 'positive', 'score': 0.9999109506607056}",positive
kakak gimana akhir padahal pernah langgan pernah rasa lakuin transaksi ituu,11,,"{'label': 'negative', 'score': 0.9998829364776611}",negative
bre kalo dana aman aman,5,,"{'label': 'positive', 'score': 0.999922513961792}",positive
maju terus dana wallet paling baik,6,,"{'label': 'positive', 'score': 0.9999196529388428}",positive
sip dah dana selalu bikin semua jadi lancar jaya,9,,"{'label': 'positive', 'score': 0.9999517202377319}",positive
dah buktiin sendiri dana emang mantul banget,7,,"{'label': 'negative', 'score': 0.9969237446784973}",negative
terima kasih dana bikin weekend jadi seru parah,8,,"{'label': 'positive', 'score': 0.9999517202377319}",positive
bre jalan jalan was was mantul,6,,"{'label': 'positive', 'score': 0.9960105419158936}",positive
suka banget pakai dana wallet baik,6,,"{'label': 'positive', 'score': 0.9999456405639648}",positive
baik banget dah dana selalu aman aman,7,,"{'label': 'positive', 'score': 0.999940037727356}",positive
mantap bre dana emang luar biasa selalu lancar jaya,9,,"{'label': 'positive', 'score': 0.9999582767486572}",positive
alhamdulillah cuy semua atas berkat dana,6,,"{'label': 'positive', 'score': 0.9998881816864014}",positive
rasa mantap seru banget jalan jalan pakai dana,8,,"{'label': 'positive', 'score': 0.9999589920043945}",positive
suka dana banget dah nyaman parah pakai,7,,"{'label': 'positive', 'score': 0.9999326467514038}",positive
mau aktif paylater dana gimna,5,,"{'label': 'neutral', 'score': 0.9998918771743774}",neutral
balas pesan kakak urgent,4,,"{'label': 'negative', 'score': 0.9993054866790771}",negative
sayaaang yaampuun uang tahan,4,,"{'label': 'negative', 'score': 0.8408788442611694}",negative
apa apa kak pihak dana jelas,6,,"{'label': 'negative', 'score': 0.9643011689186096}",negative
terima kasih dana bre weekend jadi aman aman,8,,"{'label': 'positive', 'score': 0.9999489784240723}",positive
mantul banget wallet baik jalan jalan ribet,7,,"{'label': 'negative', 'score': 0.9985944628715515}",negative
siap cuy mulai deg degan alhamdulillah dana selalu siap bantu,10,,"{'label': 'positive', 'score': 0.9999498128890991}",positive
big thanks dana emang kendala,5,,"{'label': 'negative', 'score': 0.9992744326591492}",negative
semangat terus dah andalanin dana,5,,"{'label': 'positive', 'score': 0.9999349117279053}",positive
iyaa malah makin belibet minta data bukti,7,,"{'label': 'negative', 'score': 0.9994064569473267}",negative
lohh dibalikin kakk,3,,"{'label': 'negative', 'score': 0.99988853931427}",negative
aku tagih uang akhirat terima kasih,6,,"{'label': 'negative', 'score': 0.9970404505729675}",negative
dana balik,2,,"{'label': 'positive', 'score': 0.9369264841079712}",positive
admin qrisnya dipake lewat kasir kok cetak,7,,"{'label': 'neutral', 'score': 0.9993045330047607}",neutral
dah emang minimal saldo dana bisnisny berapa kalau ken tarik,10,,"{'label': 'neutral', 'score': 0.9998205304145813}",neutral
hallo aku salah kirim saldo kira kira,7,,"{'label': 'neutral', 'score': 0.9998801946640015}",neutral
xcb babdc fbb,3,,"{'label': 'neutral', 'score': 0.9995996356010437}",neutral
kocak geming,2,,"{'label': 'positive', 'score': 0.9999146461486816}",positive
akun kamu bahkan centang biru kayak kamu pikir anak kecil bodoh bodoh,12,,"{'label': 'negative', 'score': 0.9999151229858398}",negative
akun kamu bahkan ceklistnya kayak kamu pikir anak kecil bodoh bodoh,11,,"{'label': 'negative', 'score': 0.9999179840087891}",negative
dana selalu verifikasi wajah gagal mulu padahal wajah loh,9,,"{'label': 'negative', 'score': 0.9999090433120728}",negative
hallo kak hubung email tidak ada jawab mau tanya perihal transfer bank hasil dana masuk,15,,"{'label': 'neutral', 'score': 0.9990754127502441}",neutral
hallo kak,2,,"{'label': 'neutral', 'score': 0.9998433589935303}",neutral
hallo kak hubung email respon mau tanya tranksaksi nomil bank bca hasil dana masuk,14,,"{'label': 'neutral', 'score': 0.9998987913131714}",neutral
sus baru install cek nyata nge hack aplikasi langsung kalau orang mungkin apa memang sistem dana banyak bolong,18,,"{'label': 'negative', 'score': 0.9999061822891235}",negative
kemanain admin uang emoney komplain berapa kali hari nunggu tidak ada balas,12,,"{'label': 'negative', 'score': 0.9998854398727417}",negative
woi anjing system busy kapan dana anjing email respon chat bot jelas jawab bulan akun dana kaya gin mana saldo juta babi banget dana,24,,"{'label': 'negative', 'score': 0.9999148845672607}",negative
cuy cek ulang biar aman jangan kena phishing,8,,"{'label': 'neutral', 'score': 0.9536711573600769}",neutral
dah aman cuy rajin cek ulang gara gara dana,9,,"{'label': 'neutral', 'score': 0.9998383522033691}",neutral
demen banget fitur tagih lengkap pol,6,,"{'label': 'negative', 'score': 0.9995278120040894}",negative
phishing emang ngeselin cuy makanya cek ulang biar aman,9,,"{'label': 'negative', 'score': 0.9998918771743774}",negative
