cleaned_text,label
aku mauuu thr,negatif
cba checkout toko kak dibagi rbtoko,netral
kak aku kemarin claim apa² kok dibatesin,negatif
gaiss yaa pdhl akun terhubung shopepay akun hapus permanen akunnya masi begini,negatif
hai kak triwpt maaf buat kakak nyaman pengguna shopeepay melakukan isi saldo melalui virtual account beberapa bank dikenakan biaya admin mulai rp dipotong langsung nominal total isi saldo tersebut kebijakan,negatif
dong kak,netral
w mw donggg,positif
langsung otw,positif
tau banget thr,negatif
dong buat,negatif
setuju poll nih klu dapet thr shopeepay guys mumpung mo lebaran buruan kuyy gaspoll cos limited loh,negatif
gaisss mau thr yuk klaim disinii,negatif
wewww sama-sama kakkk,negatif
sama-sama kakkk,netral
sama-sama kakkkk,netral
yeyyyy sama-sama kakk,negatif
senang bangetttt aku barusan dapet nih kalian klik sih,negatif
yuk mau thr thr buat kalian segera klaim kehabisan,positif
nih guys aku kasih tau shoppepay thr buat kamu nah klik buruan jangan kelewatan,negatif
ih mau sekali thr gas,negatif
guys yuk ikutan klaim thr disini yaa,negatif
ayo guys aku dapet thrnya nih kalian ayo ikutan,negatif
asoyy aku kebagian thr shopee pay makasii mimin,negatif
alhamdulillah shopeepay thr mksih yh ka,negatif
abis apa shopeepay kurang,netral
terimakasih kak shoopepay thr nya aku terima asikkk lumayan buat isi pulsa ku,negatif
alhamdulillah aku dapet lumayan nih trimakasih kak shopeepay thr nya,negatif
mantappp min,netral
alhamdulilah dapet shopeepay thr mkasih ka,negatif
yess shopeepay thr mendarat akun langsung kepikiran mau checkout wishlist lama nganggur nih,negatif
akuuu,netral
aku mauuu dong,negatif
dapet guys akuu,netral
lumayan saldonya buat jajan recehan thank you kak,negatif
yeyyy dapettt mayan buat beli cilok,negatif
kakk tuh buat baru install jam tadi yaa,negatif
kakk buat user baru donlot jam sore kaak,negatif
yeyyy alhamdulillah,positif
alhamdulillah dapett k lumayan,negatif
yah asik k,netral
yahh telat ak,netral
aku mau kalau banyak,negatif
okee otww mbak,netral
kakk aku liat cuma buat orang orang baru install yah,negatif
mau donggg mayan buat lebarannnn,negatif
aku mauuuu thr banyakkk,negatif
iya ih jelas banget anjir ni shopee kemaren,negatif
otw jd pembalap thrrrrr,netral
ih mauuu ot,negatif
download dulu buruuu,negatif
wuiiiih akhirnyaaa ditunggu tunggu,negatif
,positif
wahh dapettt alhamdulillah,negatif
kalo memenuhi syarat tuh,positif
,positif
kok klaim sih min,netral
kak,netral
mumpung bentar lebaran rame gasiiii bagibagi thr aku mau bagibagi nih pakai shopeepay kejutan senilai total jt buat kalian semua mau langsung klik link yaaaa waktunya terbatas,negatif
siapa mau thr mumpung bentar lebaran aku mau kejutan shopeepay thr gratis tinggal klik link guys total jt buat kamu pastiin kalian punya aplikasi shopeepay yaa hihi good luck waktunya terbatas,negatif
siapa mau thr gas merapattt aku mau saldo buat kalian beruntung klik link dibawah yakk kejutan shopeepay thr gratis total jt buat kamu pastiin kalian punya aplikasi shopeepay yah hihi buruan klik waktunya terbatas,negatif
eh si al,netral
menit lalu,negatif
dapet thr ko aku dapet si,negatif
dah nyimpen duit shopeepay,negatif
sumpah gajelas banget ajg kali tiba-tiba dapet notif transaksi berhasil sfood padahal gua ngapain mesen apa rebu dapet paan sfood,negatif
hari nyoba shopeefood sedang mencari driver mulu berjam jam gadapet jelek banget buset sistem kamu perbaikin dah cepat,negatif
min kok punya ku gabisaa,netral
orang tercepat,negatif
klik url dapatkan thr gratis saldo total rp,negatif
eh iyaa sumpah kok claim cuma kuotanya banyak banget beneran budget shopee apa bagaimana,negatif
plis aku jugaaa kenapaa,netral
kok aku klaim shopeepay thr gratis memenuhi syarat mulu si,positif
min kok klaim thr thr shopeepay teman,positif
klinik link baru mau ngecek shopeepay eh dapet notif begituu,negatif
min ak bingung,positif
makasi thr nya lt,positif
coba pakai link gais,netral
shopeepay dah error begini,negatif
thr shopeepay kok cuma x sih ah seru,negatif
shaoqi abdullah melakukan pemesanan tiket kai dna membayar lewat shopee pay transaksi kai acess nya kok ka mohon bantuannya terima kasih,negatif
selamat siap shopee pay shaoqi abdullah melakukan pembayaran tiket kai acess melalui shopee pey terapi transaksi kai acess nya kok ka,negatif
masuk gopay anjrit,positif
duit balik,negatif
kak jawaban temenku tiba-tiba dapet transferan k airpay,negatif
kak tiap mau top up shopeepay tuh nomernya bener katany salah dicoba terus gagal,negatif
iyeeee cuekkkkk,netral
kakkk sorry jbjb aku giniiii ih barusan sekali nggehnya dm,negatif
reject kaak punyaku bikin laporan sana sini huhu follow up terus,negatif
bikin laporan sana sini kak huhuh,negatif
sejam transfer shopepay dana statusnya sedang proses terus aneh banget gimana tolongin,negatif
oe cek dm bos,negatif
kak melakukan transfer shopeepay rek bank jam masuk,negatif
cek dm,netral
hi kak lafstchoice maaf bikin kakak resah terkait kendala akun kakak tersebut dikarenakan sistem mendeteksi adanya kejanggalan aktivitas akun kamu pengecekan lebih lanjut infokan detail kendala ss kendala kakak dm sosmed,negatif
mitra saling menguntungkan,positif
kak cek dm,netral
hae cek dm,negatif
padahal off lama kaget betul tiba-tiba saldo shopeepay lumayan buat nambahin service motor thanks sekali,negatif
woi jangan gini dong jangan seenaknya kasih kerjaan orang bukan robot pikirin dong bensin driver sama cust nunggu pantes suka lama kalau nunggu shopeefoodinstan kirain drivernya eror trnyt sistemnya benerin,negatif
hi kakak bagaimana kelanjutannya apa masuk,positif
kalian benar keterlaluan,positif
seharian bayar pakai shopeepay sih memuat fitur teruuuusss terlanjur ngisi saldo dipakai,negatif
cek dm min,netral
kak butuh kejelasan,netral
selamat siang order shopee nomor transaksi ujvk memakai instant pengiriman barangnya kejelasan kapan barang tersebut dikirimkan penjual coba menghubungi penjual respon,negatif
min cek dm terima kasih,positif
gimana,netral
temen hari hampir ketipu sekarang telponan sih sama penipunya,negatif
hi kak vanvajar maaf buat kecewa shopee selalu memberikan pelayanan terbaik semua pengguna aku bantu pengecekan kendalanya kakak infoin aku username no pesanan dm ditunggu kak sehat selalu c,negatif
gimana shopee belom kena pembatasan kayak gini apa emang perlu bantuan perbaikan sistem nya paket ketahan hari semarang kira apa hilang paket,negatif
hai kak stroberikis maaf buat kamu nyaman kendala kamu alami biar aku bantu pengecekan kamu infoin detail kendala kamu dm social media kak semoga kendala kamu segera terselesaikan yaa kak sehat selalucn,negatif
hai kak chocoyeppeo maaf bikin kakak nyaman terkait kendala kakak aku bantu infoin aku detail kendala kakak melalui dm ig sehat selalucz,negatif
request sih skinnya,negatif
official,positif
transaksi apapun saldo selalu kepotong kakak buat bayar shopeefood pernah order apapun kamu mikirlah gila bayar k apaan shopeefood dong begini,negatif
aku bantu lebih lanjut terkait kndala kamu infoinn username detail kndala kamu via dm social media sehat selalu kak yn,negatif
hi kak maaf atas kendala mnggunakan metode bayar shopeepay aku sarankan saldo kamu memenuhi biaya lainnya ka harga normal barang,negatif
pengecekan lebih lanjut infoin username nomor pesanan melalui dm sehat slalu py,negatif
hi kak vanvajar mohon maaf terkait pesanan kamu mohon kesediaan menunggu terlebih pesanan kakak sesuai estimasi aplikasi kak,negatif
bawa ribet anying,netral
shopee apa apaan kayak gini paket hari semarang bner apa raib barang,negatif
punyaku nih,negatif
niatan balik tampilan min,negatif
apa apaan shopeepay transfer hampir sehari statusnya proses terus,positif
melalui layanan live chat aplikasi seabank dikarenakan perlu verifikasi data dilakukan melalui sosial media semoga kendala kamu segera terselesaikan terima kasih ec,negatif
hai sobat seabank mohon maaf atas ketidaknyamanannya terkait kendala transaksi kamu alami minsea sarankan kamu menghubungi cs seabank melalui layanan telepon,negatif
tadi gagal terus bayar pesanan metode pembayaran menggunakan seabank yaa jadinya pesanan aku statusnya menunggu pembayaran sayang sekali saldo seabank kalau gagal terus pas mau bayar pesanannyaa,negatif
fyi seller kamu banyak manipulasi berat sama ukuran anjing tai jadi kamu percuma nyantumin embel embel bakal ngebatasin berat,positif
perhatiin lah mitra kamu dijalan gimana susahnya bawa barang gimana terus kamu tambahin jadi gila sih kamu kata gua dikira naik odong odong kali,negatif
kamu sinting bawa sameday max gabungan ribetnya minta ampun terus sekarang kamu tambah jadi max gila kamu anjing kamu bego kamu,negatif
asli deh maintenance jam jam sahur,negatif
min buat saur ettdahhh gimana cerita dipakai,negatif
buat beli saur dipakai et dah,negatif
error saur et dah,negatif
min cek dm,positif
kamu jelek banget pls mau beli sahur,negatif
bayar kak,netral
min gangguan apa sii,netral
iya tadi,netral
bca gangguan apa bagaimana kok isi saldo shopee bca mobile katanya kode perusahaan tak terdaftar apa shopee gangguan,negatif
halooo urgent dong masa isi shopeepay berkali mana kepotong otomatis rupiah tiap ngisi jangan pelit lah,negatif
hi kak maaf buat kendala terkait saldo shopeepay kamu biar aku bantu infoin detail ss kendala kamu dm yaa terimakasih po,negatif
saldo shopeepay selalu kepotong shopeefood padahal lama transaksi shopeefood,negatif
hi kak jendeouki maaf buat kakak ganyaman terkait kendala dialami aku bantu lebih lanjut mengenai kendala transaksi shopeepay kamu yuk infoin ss bukti transaksi username dm ditungguct,negatif
capee sekali nungguin top up hari buseet bolak balik kirim data sekarang ribet abis suruh nglampirin surat resmi pihak bank kalo berhasil lepas dana buat top up gmnaa sihh sbenernya uangnya kmana berhasil top up bilangnya dana masuk,negatif
donk gerak cepat d dm d wa bales hari nyoba masuk akun gua meminta kode otp tadi siang d teror telpon mengatas namakn pihak shopee bagaimana donk kamu kok bocor sih data diri gua aneh,negatif
sebelumnya aku dm x dibalas aku dm terima kasih,negatif
cek ready keset diatomite d kotak anti slip keset kamar mandi keset lantai menyerap air d motif bunga kesetkaki kamar mandianti slip berbau menyerap air harga rp dapatkan shopee sekarang,negatif
cek dm,netral
min aku mau topup shopeepay juta via brimo gagal terus aku angsur juta ribu baru ribu terakhir min,negatif
hai kak maaf atas ketidaknyamanannya terkait kendala pesanan kakak alami bantu cek kakak infoin username no pesanan dm social media stay safe jy,negatif
mantap sih kak,netral
tracking masuk lokasi transit terakhir malah updatenya kurir ditugaskan seya jemput kekantor malah alasannya masuk jadwal pengantaran besok butuh cepat kok malah ditolak,negatif
cek dm yo,positif
hi kak togyame maaf buat kamu nyaman terkait kendala kamu aku bantu infoin aku username akun shopee nomor pesanan kamu melaui dm resmi x yaa stay safe nv,negatif
hi kak cookie maaf buat kamu nyaman terkait kendala kamu aku bantu infoin aku username nomor pesanan kamu melalui dm resmi x yaa stay safe nv,negatif
video lucu bikin ngakakk,negatif
shopee error print woi,negatif
coba lihat produk,netral
coba lihat produk,netral
coba lihat produk,netral
coba lihat produk,netral
coba lihat produk,netral
haloo min semalem selasa pukul pending pagi masuk min gimanaa yaaa,negatif
sepill vangkeee,netral
iyaaa aku jugaaa yaaa isi kuota adek eh gagal,negatif
nomer hati hati,negatif
kan e walletnya dana bagaimana si,positif
banyak transaksi gagal bima padahal bayar pakai shopeepay berhasil saldonya langsung balik malah balik duitnya,negatif
iih baru taau,netral
hai kakk squismhy maaf buat risau terkait kendala pesanan kakak aku bantu cek aku saranin kakak infoin nomor pesanan username kakak dm social media sehat selalume,negatif
hai kak rappunzellav maaf buat kakak khawatir mengenai pesanan diterima aku bantu infoin username nomor pesanan melalui dm social media terimakasih aku tunggucq,negatif
stop bermasalah plis,negatif
buka shopeepay shopee dri kemarin begini terus sama,negatif
hi kak zoxar maaf buat resah terkait shopeepay dialami shopee selalu memberikan pelayanan terbaik semua pengguna aku bantu pengecekan kendalanya kakak infoin aku dm terima kasihui,negatif
hi kak fortuneckiez maaf buat kakak resah terkait kendala pesanan kakak biar aku bantu infoin username nomor pesanan dm kak aku tunggu wb,negatif
semangat kak kerjanya️ jangan nipu ih bulan puasa,positif
gimana nih pesen paket tgl ket nya diantar kurir rumah loh malah dikembalikan engken mksd ne,negatif
gimana nih pesen paket tgl ket nya diantar kurir rumah loh malah dikembalikan engken mksd ne,negatif
spx nya gimana yaaa hari pengiriman terus malah balik,negatif
hai sobat seabank sebelumnya mohon maaf minsea infokan satu akun seabank dihubungkan satu akun shopee cara menghubungkan akun seabank akun shopee silakan mengikuti langkahlangkah sesuai link berikut,negatif
iya kak bca kamu aku dri jam malem kemarin sekarang nyangkut,negatif
sih semua paket tuh sunter dulu langsung rumahhh huee butuh sekali help me im using spx standard,netral
koin ribu hilang seusai gagal membeyar biaya gara² app akun shopee kedua kesal sekali hobi mempersulitkan semua shopeer balikan koin shopee,negatif
amp,positif
lama sekali soalnya jam,netral
aku tadi hub cs katanya sistemnya error disuruh nuggu besok,negatif
bener,positif
ka kamu nyangkut aku sejam tulisannya masig proses,negatif
aku nanya cs katanya eror dri bank nya,negatif
gimana narik uang jam masi masuk,negatif
aku sekarang masi masuk,positif
hai kak dianaaggr maaf buat menunggu aku segera meluncur dm kakak kak mohon kesediaannya menunggu selamat beraktivitas kak,negatif
aku sama kak kakaknya masuk,negatif
kemarin mengalami buruk sangat mengecewakan pihak jasa kirim shopee shopee express,negatif
paket nasibnya bagaimana kak,negatif
aku top up shopeepay kok masuk yaaa min lewat mbanking mandiri huhu minnn thank you,positif
mjb kak jadinya masik saldonya,netral
mjb kak jadinya masuk saldonya,negatif
hai kak maaf buat kendalanya mimin proses mohon infoin detail kendalanya melalui dm jaga selalu kerahasiaan data pribadi kakak waspada info kontak mengatasnamakan bni website umum akun resmi x twitter bni centang emas verified,negatif
hai kak maaf buat kendalanya mimin proses mohon infoin detail kendalanya melalui dm jaga selalu kerahasiaan data pribadi kakak waspada info kontak mengatasnamakan bni website umum akun resmi x twitter bni centang emas,negatif
isi saldo shopee pay lewat bni masuk saldonya uang rekening berkurang mohon bantuannya,negatif
iya barusan top up gamasuk pakai bni mobile padahal va nya bener nama id shopeenya,positif
