cleaned_text,label
kalau mah sedang asik bisnis barunya diupgrage jadi layanan pinjol buat driver,negatif
selamat siang mimin gimana cara menghapus data kartu identitas pernah buat daftar gopay nonaktifkan akun gopay nya nunggu berapa lama tetap bisaa pakai kartu identitas,negatif
cs gopay hari off line,negatif
serius sih memberi penjelasannnn,netral
kalau serius beli lewat ewallet mau upgrade semangat nabung gopay tabungan by jago,negatif
terus katanya mobil dibeli pakai tabungan ewallet ah benerrrr bukannya limit,negatif
cek dm,netral
dunia memang berubah sekarang menyimpan uang ewallet kemudahannya sampaisampai beli mobil lho,positif
beneran beli mobil gopay tabungan by jago,negatif
kakak aku ngalamin dm akun gojek dianggapi hari minggu saldonya masuk sekarang,negatif
admin cek dm,positif
halo kakak cek dm please,positif
saldo gopay sinkron dikedua aplikasi,positif
upgrade maksudnya nya sering pakai kok pakai gopaylater limit terpakai setengah,netral
kantor cabang bank mandiri layanan livin by mandiri handphone memiliki fitur nfc semoga prosesnya berjalan lancar tksadisti,positif
mesin edc kartu mandiri prabayar tersedia kantor cabang bank mandiri terdekat outlet merchant terdekat mesin mandiri atm tunai nontunai digunakan melakukan isi ulang kartu mandiri prabayar online,negatif
halo sahabat mohon maaf atas ketidaknyamanannya apabila melakukan isi ulang top up kartu mandiri emoney persilakan melakukan update saldo saldo bertambah melakukan proses update saldo bukan cek saldo dilakukan berikut,negatif
isi saldo emoney aplikasi saldonya masuk,negatif
bikin kapok pakai gopay,negatif
akun resmi bank mandiri bercentang emas verified disebelah nama akun bukan foto profilmelalui whatsapp official bank mandiri bercentang hijau semoga proses kedepannya berjalan lancar tksdanti,negatif
device terdapat fitur nfc mandiri atm mesin edc bank mandiri saldo kartu emoneynya bertambah apabila mengalami kendala mohon kesediaannya mengirimkan pesan melalui dm pastikan berinteraksi dgn,netral
halo sahabat mohon maaf atas ketidaknyamanannya apabila proses top up emoney berhasil dana masuk persilakan melakukan update saldo terlebih melalui,negatif
isi saldo emoney gopay statusnya berhasil saldo emoney bertambah pihak malah nyuruh lapor bank mandiri tiket pelaporan gopay,negatif
hi admin cek dm,netral
halo admin cek dm,positif
admin gopaylater sayaa pakai tokped dong,negatif
aku begini kakak huhuhu,negatif
mjb kakak blokir punya kakak tokped apa gojek gopaynya kakak,negatif
,positif
kakak blokiran nya buka,negatif
pastikan sahabat berinteraksi akun resmi bank mandiri bercentang emas verified sebelah nama akun bukan foto profil melalui whatsapp official bank mandiri bercentang hijau tksrezka end,negatif
halo sahabat mohon maaf atas ketidaknyamanannya perihal kendala sahabat alami informasikan melalui dm,negatif
,positif
sama kakak memang better dibiarkan sajaa bikin malas,netral
semoga berhasil saldo gopay ditarik masuk etoll kalau masalah masukin saldo etoll mah paham,negatif
gopaylater tiba-tiba diblokir ditanya customer care jawaban jelasbayar pernah telat reasson diblokir,negatif
anjirrr saldo oiiii,positif
mohon maaf atas ketidaknyamanannya sahabat melakukan top up emoney mohon update saldo melalui aplikasi livin by mandiri berfitur nfc mandiri atm memiliki emoney reader mandiri edc semoga berhasil tksamar,negatif
halo admin cek dm,positif
font nominal aplikasi gopay enak dipandang mungkin sarankan memakai poppins serif lainnya,netral
eh mandiri knapa bjir topup kamu punya emoney tadi siang masuk heran emang selama apa nunggu monyet berubah jadi kingkong baru masuk tuh saldo sama bjir nyebelin banget,negatif
cek dm admin,positif
cdm miinn,netral
tiba sambungan gopay halodoc terputus,negatif
cek dm admin,positif
cek dm admin,positif
cek dm admin,positif
admin mau co kok error mulu,negatif
admin cek dm,positif
sorry baru aku ngeh aku titip temen kemarin,negatif
cek dm admin,positif
dm kakak,netral
notifikasi transaksi berhasil saldo kepotong bagaimana yaaa,positif
salah satunya tokped pisah sama gojek jadi financial sedikit crash blokir,negatif
admin cek dm,positif
aku update etoll topedbayar memakai gopay update saldo nya kepotong bagaimana nih,negatif
bagaimana yaaa beli tiket cgv gopay terpotong saldonya tiketnya waiting for payment,negatif
halo admin urgent cek dm,positif
habis jajan tt katanya coba gopay masuk,negatif
admin koksy transfer gopay masuk padahal berhasil,positif
cek dm kakak,netral
top up aku masuk admin padahal notif nya,positif
halo bagaimana top up saldo gopay kok masuk padahal saldo rekening kepotong biasanya pernah begini,netral
transfer gopay riwayat masuk saldonya adaa,negatif
permisi transfer gopay via mbanking bca kali masuk,negatif
isi gopay masuk help gimana,negatif
saldo kali top up masuk masuk,positif
ih aku topup gopay gamasukkkk plissss cepat proses,positif
proses gopayku admin kebiasaan nyangkut nyangkut saldo,netral
terima memberi penjelasannya kakmin,netral
kakak,positif
cek dm admin,positif
hallo,positif
plis isiin gopay tabungan aku gais ‍️,negatif
top upin gopay mau beli agiya biar kehujanan jemput sekolah,positif
jadi isi keranjangmu sekarang hmm,negatif
takut banget kalau pengen check out mobilan hotwheels kepencet malah beli agya beneran jaman maju masa ewallet sekeren,negatif
hahh jadi beli mobil tokopedia pakai gopay tabungan by jago serius,negatif
bukannya kalau beli bayar pakai gopay maksimal limit nominal transaksinya jelasin donk penasaran nih,negatif
kakak admin beneran sekarang beli mobil tokopedia bayar pakai gopay,positif
halo kakak punya kendala mengenai gopay,positif
halo melakukan pembelian paket bulan december awal one time payment tiba tiba saldo gopay terpotong otomatis subscription validasi pembelian dulu lewat,negatif
cek dm,netral
semakin tertariq,positif
gila sih mah canggih banget kalau beneran mau nich,negatif
kamu jangan becanda kata sich masa beli mobil pakai gopay tabungan by jago bener dong emang beneran say,negatif
coba chib pakai,netral
kalau beneran gokil sih beli perintilan rumah beli mobil pakai ewallet,netral
beli mobil pakai gopay tabungan by jago tokopedia aku bermimpi bukannya limit coba kasi tau caranya biar penasaran plisss,netral
beneran mak jadi tergoda nih,negatif
lah kan jadi pengen beli outlander sport warna biru metalik bayar pakai gopay kan,netral
hai kakak maaf buat kendalanya kalau gambar kakak kirim mutasi rekening bni berhasil transfer gopay lalu gopay kakak transfer bank muamalat gagal silakan kakak konfirmasi pihak gopay terkait transaksi transfer bank tujuan,negatif
admin aku salah transfer nomor tujuan dana buaa dibatalim sih,negatif
cek dm admin,positif
info cs gopaylater kakak,positif
tgl kakak november beres sekarang uangnya direfund katanya nunggu bap ekspedisi mulu jawabannya,negatif
admin kalau begini gimana kemaren lupa topup gopay sekarang ditop up gopaynya dipotong spotifynya coba perbarui detail pembayaran malah awal terus,negatif
nah aku mau tau,negatif
aku jd kepo dong apaan huhu,negatif
akun adminnya sih,netral
admin cek dm dong,positif
numpang admin bayar pakai gopay,netral
admin cek dm dong,positif
cek dm admin,positif
cek dm admin,positif
admin cek dm saldo gopay tabungan koq ilang,negatif
transaksi pertama kali buat pembayaran sociolla promo admin,negatif
nyambung lau admin,netral
dulu belanja pakai ewallet paling cuma kebutuhan seharihari terus sekarang beli mobil pakai gopay tabungan by jago tuh gimana ceritanya sihhh plis bakalan jadi wishlist beli mobil pakai ewallettt omg,negatif
hah masa iya beli mobil pakai e wallet sih beneran admin aku mau tauuuu,negatif
admin bantu dong gopaylater dibekukan kali setahun padahal dulu pernah terlambat,negatif
dulu belanja pakai ewallet paling cuma kebutuhan seharihari terus sekarang beli mobil pakai gopay tabungan by jago tuh gimana ceritanya sihhh plis bakalan jadi wishlist beli mobil pakai ewallettt omg,negatif
hah masa iya beli mobil pakai e wallet sih beneran admin aku mau tauuuu,negatif
coba jelasin dong admin kaget liat mobil tadi real kahhh aku butuh info minnn,netral
banyak penasaran lihat mobil tadi gimana caranya beli mobil pakai ewallet,negatif
beneran nih beli mobil pakai gopay tabungan by jago spill the tea,negatif
knapa gopaylater blokir anjirrrr,negatif
dulu kalau liat iklan hits sering takut kejebak barusan liat mobil berjalan kaya dalem kotak mainan masaaaaa katanya beli mobil pakai ewallet nih emang iya,negatif
sensasi baru nih nabung gopay tabungan by jago bisabisa sengaja check out mobil,negatif
apa iya teh beli mobil pakai gopay tabungan jago isi saldo gopay,negatif
kok aku topup tapcash lewat go tagihan gopaynya kepotong amp tulisan transaksi suksesberhasil saldo emoneyku,negatif
pertanda hamba kudu mulai nabung gopay tabungan by jago kekumpul duwit buat beli mobil hmmmm,negatif
transaksi berhasil saldo masuk rek penerima help,positif
kaget tanggal tua mau extend spotify saldonya malah ngilang,negatif
sama kan penasaran tunggu dispill deh sma,negatif
wah makin penasaran nih cuzlah upgrade,negatif
wah gimana kakak emang beneran beli mobil pakai gopay,negatif
admin kok bayar qris pakai gopay,netral
kakak block,netral
cek dm plia,positif
minflip bingung deh kakak,negatif
isi gopay masuk masuk pas kedua kali top up baru masuk gimana saldo pertama top up muncul,negatif
jelasin saldo,positif
mau adaain fitur batalkan transaksi,netral
admin topup godrive masuk gopay sekarang,positif
mohon cek dm,netral
pelit tuh orang mau bayar menganggap kelebihan dianggap riba padahal berada luar pokok utang biaya admin transfer makanya pakai bebas biaya admin transfer,negatif
begini terus dong,negatif
admin gopaylater terblokir padahal pernah telat membayar tagihannya,negatif
ig slow respon bgttt saldo gopay ilang admin admin transaksi terakhir,negatif
mohon cek dm,netral
very fast improvement fish uqcbiorbgsotxdxcqikkqwcfpmkrvdbiupenlsytt,positif
uqdkbagklrbnaqpkashgzpuzaceierjdpixgmhh,negatif
sama kakak dibayar,negatif
tagihannya ttp dibayar kakak,negatif
benar sih nih admin aku percayaaa coba jelaskan cepatttt,netral
cara uodate akun bagaimana kakak,positif
aku dapet telfon terus padahal aku merasa punya hutang admin mohon bantu kenal pakai no aku izin menyalah gunakan nomer sekali admin,negatif
beneran nih beli mobil pakai gopay tabungan by jago spill the tea,negatif
dulu kalau liat iklan hits sering takut kejebak barusan liat mobil berjalan bawa mobil masa katanya beli mobil pakai ewallet nih emang iya,negatif
hah emang serius beli mobil pakai ewallet pakai gopay tabungan by jago bener admin,negatif
hallo admin cek dm,netral
ampun bank jago kapan coba beli mobil pakai ewallet,negatif
beneran sih masa beli mobil pakai gopay tabungan by jago,netral
coba tanya admin admin mau beli mobil,netral
waaaahhh gila sih terheranheran masa beli mobil pakai e wallet,negatif
serius gasih admin masa beli mobil pakai gopay tabungan by jago bukanya ewallet maksimal transaksinya,negatif
cek dm plis call center tembus,positif
transakasi roblox dibawah lakukan transaksi terakhir lakukan gocar bandara tambahan pemotongan rb driver untk parkir,negatif
ayoo upgrade dulu gopay tabungan by jagonya jagomin spill,netral
makin penasaran deh pliiis spill dong how to nya,netral
eh katanya beli mobil pakai gopay tabungan by jago kan paham kalau saldo ewallet limitnya,netral
nyimak tadi pas jalan ngeliat mobil kaya dalem kotak mainan jualan mobil keliling gimana sik,negatif
cek dm admin,positif
cek dm admin,positif
transaksi gopay gagal mulu kemaren malem,negatif
admin cek dm dong,positif
cek dm admin,positif
ampe hari tetep padahal tagihannya w bayar,netral
admin cek dm admin,netral
admin nik ktp cuma nomor hp upgrade gopay plus,positif
cek dm admin,positif
kakak dmku,positif
cek dm admin,positif
cek dm admin,positif
halo isi paket data masuk nih admin,negatif
halo kakak febi clear case yaa ketemu jawabannya,netral
sunset hri enih,netral
halo admin aku top up tapcash bni via gojek saldonya masuk mohon bantuannya,positif
cek dm,netral
hi mohon maaf atas kendalanya mimin informasikan kendalanya kakak menghubungi layanan call hana dibantu pengecekan tindak lanjutnya tks fikri,negatif
admin baca dm aku admin,negatif
kuota gratis tuh kan kali biasanya pernah diporong apapun kan barusan line bank top up dipotong padahal sebelumbya seyahu aku biayanya tuh kalau masa kuotanya habis dipotong pas masuk saldonya,negatif
admin gopay later diblokir padahal melunasi tagihan,negatif
cek dm admin,positif
cdm sih admin,netral
hallo admin cek dm pls,netral
cek dm admin,positif
siang kakak duh maaf jangan khawatir triva siap bantu terkait kendala pembelian pulsanya yuk hubungi melalui whatsapp ketik ngobrol klik agen care kemudian pilih kartu tridigiboxlainnya thanks ria,negatif
kakak,positif
halooooo cek dm kendala,positif
siang admin bagaimana caramembatalkan transaksi bayar parkir kondisinya scan ternyata layanan parkir terkoneksi gopay transaksi dilakukan,negatif
admin cek dm,positif
sama kakak padahal limitku banyak pernah telat sekarang blokir,negatif
cust servicenya slow respon telp call center jawaban,negatif
halo admin kok sekarang menunggu tanya via dm kali ig dibalas tanya email sama no telp kejelasan saldo berkurang,negatif
cek dm pls,netral
kamu rekrorat,negatif
hi kakak ter mohon maaf mengenai pembelian kuota pengecekan silakan menghubungi maya melalui livechat aplikasi axisnet web,negatif
kalau ketinggalan dompet bayar pakai,negatif
pagi admin kemarin aku topup gopay customer via mbanking bri hari masuk admin,negatif
pagi admin kemarin topup gopay lewat mbanking bri hari masuk saldonya akun gojek,negatif
cdm admin,positif
halo admin jam sore kemaren kok berhasil transfernya saldo berkurang masuk rekening menunggu terus,negatif
halo admin cek dm dong,positif
ihh sama kesel banget aku memakai lho padahal pembayaran selalu lancar,negatif
autodebet dompet anak bangsa tuh apa sih woy akun gojek gapernah dipakai transaksi apa nomernya mati kok ttp ketarik mulu uang atm aneh dong bagaimana,negatif
hi cek dm admin,netral
prama promo prama promo admin saldo hari lumayan gimana nih lamban banget cs nya,negatif
weh kalau gitu knapa cs cuma dibilang memenuhi syarat penjelasan lebih detail bagian mananya memenuhi kriteria kan kan ngeselin yak,netral
wah kurang tau kalau perpanjangan aku besok rektorat emangnya kakak luar pulau,negatif
hi kakak by dm,netral
hi cek dm admin,netral
dibales kaa laporan gojeku disuruh hubungi uny,negatif
chat cs kaa aku bikin laporan gojek lama banget cs live gitu aku chat keuangan blum kira kira besok perpanjangan yaa terakhir besok soalnya jadi takut kalau pin mya,negatif
muncul kakak kakaknya lewat,netral
ngefek tanya pusat bantuan apps solusinya cuma dijawab autoreply tanya katanya cek data lama responnya tanya malah respon beres csnya,negatif
k blokir kok kakak heee,negatif
hi admin kindly check dm terima memberi,negatif
sama bangett respon chat nya pakai bot deh kayaknya sekarang keblokir kakak,negatif
cekdm admin,positif
kakak keknya i know terblokir meskipun aku rutin pakai gopay gopay later buat transaksi aku bulan pakai app gojek buat order gofood kok curigaku yaaa,negatif
hi sobat seabank mohon maaf perihal kendala kamu silakan kirimkan tangkapan layar bukti transaksinya lengkap dm instagram seabank bercentang biru dibantu pengecekan lebih lanjut mimin tunggu semoga kendalanya segera terselesaikan terima kasihed,negatif
get wel soon transfer juta nyangkut,negatif
iya jawabannya ngeselin banget sangat template terus dipakai apa kakak didiemin gitu apa sering pakai aplikasi gojek,netral
aneh kan padahal rutin pakai gopay paylaternya kakak,netral
emailku dibales barusan jelas banget alesannya katanya memenuhi syarat padahal gopay paylaternya rutin digunakan,netral
kiwkiw cek dm dong,netral
hi info dong aku mau top up apple id ipad download app gopay trus add payment gopay diminta install gojek transaksi smentara app gojek kan ipad install,positif
cek dm,netral
perlu diketahui aplikasi gopay transfer rek bank mana isi wallet apa kena biaya apapun,netral
dipegang findaya sekarang mab multifinance anak bangsa gatau sosmednya apaan,negatif
apapula gopaylater kena blokir padahal selalu ontime bayar keterangannya sih verifikasi data apose apose,negatif
sungguh kecewa gopaylater diblokir katanya transaksi kurang buat gopaylater wkwkwk aneh ah bt padahal jaman kuliah pakai gojek kbantu banget sama gopaylater acik kamu,negatif
cek dm admin,positif
kalau opsi gopaylater emang keliatan kakak kalau block pas milih metode pembayaran waktu mau transaksi aplikasi gojek misal order gofood keliatan tulisannya,negatif
coba klik gopaylater nya kakak keterangn k blokir nya,negatif
penjelasan kakak kena block kakaknya report cs liwat twitter ato email terima kasih sebelumnya kakak,negatif
buset jelas baat,positif
monggo kakak aku bayaran pernah telat terakhir tu limitnya malah naik signifikan lha tetau kena block kan kesel yak email support percuma malah queued doang,negatif
gopaylater limit baru naik pembayaran pernah telat eh tau dipakai sekalinya dicek lebih lanjut ternyata kena block jelas whyyy,negatif
maaf kakak akhirnya soalnya ngalamin nih,negatif
terakhir sih begini suruh nyoba hari depan ‍,negatif
sekarang k blok kakak,positif
hari kakak coba bikin laporan pusat bantuan perubahan,positif
dear admin buat laporan dm ig email respon perihal saldo gopay terpotong padahal transaksi token listrik dibatalkan merchant tindak lanjutnya kali jam,negatif
dear admin buat laporan dm ig email respon perihal saldo gopay terpotong padahal transaksi token listrik dibatalkan merchant tindak lanjutnya kali jam,negatif
,positif
perkembangan kakak,positif
ih baru tau thank you infonya baaang untung tweetnya lewat,negatif
sama nih semalem nanya pusat bantuan jawabannya jelas cuman kek gitu kayaknya developer habis deploy gopaylater terus logicnya kacau,negatif
hi admin cek dm,netral
jarang pakai gopay jd gatau fitur apa trma memberi kakak infonya,negatif
aku si selalu bayar pulsa bayar bpjs tagihan listrik pakai gopay terus,positif
baru tau beli disitu,positif
kakak sama nih kasus tiba pakai sama sekali,netral
halo kakak cek dm kendala penggunaan gopaylater,positif
iyaa makin sini makin mahal mas aktifnya cuma duabulan,negatif
ternyata gopaythank you kakak,negatif
wah mksh ners infonya baru tahu info,positif
wahh murah nih yah,negatif
murah banget,negatif
lumayan banget promonya,negatif
lumayan pakai gopay kalau gitu,negatif
admin bayar ukt uny kok muncul pinnya munculnya,negatif
hi halo aku beli paket bima saldonya kepotong paketnya masuk gimana,negatif
eh permasalahannya samaaaa kakak nitip sendal deh kalau info buka blokirnya,negatif
haloo admin cek dm yaa nomer cs dihubungi keluhan pertanyaan customer,negatif
bangsatttttt puterin mulu berhari apa langsung balikin uang kan kamu pd cek transaksi org saldo gopay tabuangan ilang gopay aplikasi kalian semdiri capekkk nunggu ber hari hari,negatif
kakak keknya kebijakan baru combo layanan plus sama voucher kek tokopedia combo gratis ongkir sama voicher,positif
barusan aduin suruh nunbgu mulu mana tiba-tiba email masuk katanya saldo nyatanya kosong emng anj,negatif
sama kakak hari saldonya mana uang perusahaan,negatif
admin dm dibaca nyerahin bukti transaksi menunggu hari kerja saldo,negatif
cek dm,netral
admin cek dm dong,positif
senasip kakak padahal pernah nunggak satu hari kira,negatif
hi admin mohon cek dm,netral
mimin mohon cek dm yaa tiba tiba kode otp findaya admin,negatif
pas top up saldo gopay langsung terpotong buat tagihan tagihan apa coba melakukan transaksi apapun kembalikan gopay admin,negatif
emang kan sayang uang ny kalau masuk,negatif
nyebelin jirr mana flazz minimal rb ajg,negatif
lah knpa kurang percaya kalau langsung halte,negatif
kok isi flazz tokped bayar lewat gopay flazz nya diupdate saldo saldonya bertambah uang gopaynya berkurang sering banget kaya begini,negatif
respon kakak dm hari masuk saldo,positif
hi kakak maaf buat kamu menunggu harap hatihati akun mengatasnamakan dana jangan berikan pin kode otp kamu orang kamu keluhan aplikasi dana kamu hubungi asisten digital diana aplikasi dana kamu thanks fa,negatif
hi kakak harap berhati modus penipuan terjadi jangan pernah memberikan kode otp pin transfer uang orang dikenal mengatasnamakan dana pastikan menerima informasi akun resmi dana bercentang biru kakak thanks ta,negatif
cek dm admin mau laporin akun penipu,negatif
nomor diatas beberapa terdaftar ewallet nih prevent dongs sama jangan korban mohon pihak kepolisian dibantu,negatif
cdm kakak,positif
cek dm admin,positif
halo limit gopaylater nambah terus tiap bulan persetujuan pengguna dulu cuma rb sekarang jadi jt cara reducenya gimana limit dulu,negatif
eh sama kakak punyamu,netral
merugikannnn,negatif
sangat rugikannnn menunggu hari saldo kembalikannnnnn,negatif
emang gaberes gopay anj ud nunggu hari saldo,positif
kerja beres kali jam menunggu saldo sangat merugikan,negatif
cek dm admin,positif
misal mau beli baramg dgn paylater rencana bayar nya penuh cicilanhari berapa dibayar penuh waktu pembelian amp berapa bunganya,negatif
punya keluhan nih mohon direply,negatif
halo sahabat mohon maaf atas ketidaknyamanannya mengirimkan pesan melalui dm mohon kesediaannya menginformasikan kendala dialami melalui dm informasi pastikan sahabat berinteraksi akun resmi bank,negatif
admin cdm admin,positif
sebelah nama akun bukan foto profil melalui whatsapp official bank mandiri bercentang hijau semoga permasalahan sahabat segera terselesaikan tkssisil,negatif
halo sahabat turut prihatin atas kendala dialami perihal tersbeut informasikan melalui dm mohon pastikan sahabat berinteraksi akun resmi bank mandiri bercentang emas verified,negatif
cek dm,netral
admin kok top up gopay saldo beranda pesan gojek bayar gopay saldo,positif
admin topup gopay dananya bertambah status pemindahan gopay gopay tabungan dibatalkan dana masuk dibisa dipakai jadinya dong admin,negatif
halo admin cek dm,positif
cek dm,netral
permisi admin pengguna gopay baru upgrade apa gopay upgrade transfer bca,positif
hallo punya masalah nih topup mohon pencerahannya,negatif
buzzer semua njir,positif
cek dm dul,negatif
berikan fitur hapus akun gopay tabungan sampah banget woi gapernah lansung masuk menghambat banget,negatif
cek dm,netral
cek dm admin,positif
admin saldo masuk dong hubungi pihak seabank katanya transferan gopay,negatif
sung chat apk nya kakak keburu gopaylaternya jatuh tenpo,negatif
coba kakak langsung pusat bantuan cs nya kakak biar semua masalah cepat up,positif
coba langsung kontak pusat bantuan kakak biar semua masalah diselesaikan,positif
kacau transaksi pakai malah nyangkut,negatif
gopay upgrade apa transfer semua bank,positif
halo admin kok gopaylater aku pakai buat payment tokopedia eror,negatif
sistem cicil hp memakai gopaylater pakai akun tenor bulan bulan terus kesalahan cara pemesanan,negatif
admin cek dm pls,positif
save saldo tiba ilang jelas walaupun cuma sedikit bikin was mau top up saldo,negatif
sama awal bulan ampe sekarang lapor lewat aplikasi sama dm jawaban template penyebab nya dikasih penyebab umum hmm terus akhirnya suruh nunggu hari gimana kakak,negatif
saldo sekarang,netral
cekk dm minn,netral
cek dm dong,netral
hajar bleh,negatif
masa cuman lihat chat kali,netral
balikin saldo,positif
sama kakak,netral
salod kepotong gagal transaksi bagaimana iini,negatif
balikin saldo anjing,negatif
gaa respon apapa pihak gopay,positif
saldo hilang,negatif
halo transaksi gagal saldo berkurang,negatif
gimana aku top up kok gamasuk mana akhir bulan uang dikit malah ilang hadehhh padahal biasanya begini loh temenku ampe bilang ikhlasin ikhlas ngirit nih,negatif
bayar tokopedia pakai gopay tabungan by jago error,negatif
cek dm dongg admin plsss,netral
gopay mengecewakan kirim dana jumat akun temen sekarang dana nyampe no tujuan betul transaksi berhasil dana ntah lapor k cs ny malah dminta penerima laporan padahal option pengirim laporan ajg memang,negatif
gedor aku bg pakai mau beli kuota paketku sekarat,negatif
melakukan pembayaran tokopedia gopay,positif
cek dm admin urusanya gimana,netral
apa orang pernah ngalamin sama susah kalau cs robot semua adayang memberi penjelasan penyebab akhirnya keulang terus capek lama,negatif
admin serius susah bulan nyoba transaksi bayar pakai gopay later gagal berakibat gopay later nya keblokir bulan bulan berturut turut dicoba nanya cs jelas cs tokopedia mab gojek semua sama,negatif
cek dm,netral
admin cek dm,positif
cek dm,netral
mau tanya gopay later k diblokir,negatif
dm puluhan cs nya ganti mulu nyelesaiin masalah kau tengok lah mampu kau blokir saldo nya lacak saldo aku bah,negatif
hatihati tokopedia gopay katanya aman mengecewakan bertanggung jawab pengguna cc,negatif
tanyanya lewat chat sih kakak,netral
jadi nyaman kakak kendalanya sedang dibantu follow up tim terkait ditunggu konfirmasi selanjutnya via dm terima kasih dero,negatif
paket combo nih berdua telkomsel suruh hubungin pihak gopay pihak gopay suruh hubungin pihak telkomsel,negatif
ribet nih dipisahpisah gopay tabungan sama gopay saldo mau transaksi jadi cukup kan,negatif
transaksi gopay seabank keterangan gopay berhasil seabank masuk lah admin,positif
admin transfer pakai gopay rekening masuk saldo terpotong status berhasil bagaimana admin tanggapan nyaa banyak komplem kembalikan uang uang setoran,positif
sama status berhasil masuk rekening bagaimana,positif
admin cek dm aku,positif
bohong guys,negatif
jovan bantu percepatan balesan dm nya mohon ditunggu jovan,negatif
boong guys dibales tuh sama sejam lebih,negatif
wkwk sama kek,netral
hallo admin melakukan transaksi nomor gopay aktif nomor lama akunya gidak mendapatkan otp dm gopay tindakan apa ditanggapi terima memberi,negatif
