clean_text,word_count,label,sent_raw,label_auto
tipu nimbrung aja cari postingan lah,6,,"{'label': 'negative', 'score': 0.9999034404754639}",negative
gin deh minta update aja utk tiket kasih update progressnya,10,,"{'label': 'neutral', 'score': 0.9998550415039062}",neutral
halo admin gopaylater pakai muncul opsi bayar pernah telat bayar tagih bantu tks,13,,"{'label': 'neutral', 'score': 0.9998748302459717}",neutral
min gimana cara nurunin limit gopay later banyak minnn,9,,"{'label': 'negative', 'score': 0.9947357773780823}",negative
masuk yaa gopay tabung kok dijelasin awal gopay tabung apa masuk,11,,"{'label': 'negative', 'score': 0.9849714636802673}",negative
nasib emg gitu layan call chatpun ujung nya didiemin solusi,10,,"{'label': 'negative', 'score': 0.9998804330825806}",negative
kak punya pilih payment pas cek apk gopay nya malah blokir,11,,"{'label': 'neutral', 'score': 0.9996427297592163}",neutral
banyak promo,2,,"{'label': 'positive', 'score': 0.9997431635856628}",positive
gopay later blokir,3,,"{'label': 'neutral', 'score': 0.9990911483764648}",neutral
cek min,2,,"{'label': 'neutral', 'score': 0.999625563621521}",neutral
min cek kali,3,,"{'label': 'neutral', 'score': 0.9998648166656494}",neutral
sedang trobel mau bayar paylater gagal terus soal,8,,"{'label': 'negative', 'score': 0.9998633861541748}",negative
min transaksi akulaku bayar pake gopaylatter hasil akulaku transaksi tunggu bayar,11,,"{'label': 'neutral', 'score': 0.9998934268951416}",neutral
halo nomor tipu kirain tiba minta kode otp anjg emg untung lindung maha kuasa,14,,"{'label': 'negative', 'score': 0.9998075366020203}",negative
cek min,2,,"{'label': 'neutral', 'score': 0.999625563621521}",neutral
min cek,2,,"{'label': 'neutral', 'score': 0.9998304843902588}",neutral
benerin dong sistemnyaa duit gue gak masuk trs duitnyaaa kemanaa tabung gak,12,,"{'label': 'negative', 'score': 0.9998683929443359}",negative
aku ngalamin biasa lancar lancar aja gimana nihh,8,,"{'label': 'positive', 'score': 0.9959256649017334}",positive
siaap kak tunggu balas temen sabil yaa sabil,8,,"{'label': 'neutral', 'score': 0.9393413066864014}",neutral
transfer gopay nominal hasil guna terang gagal refund,8,,"{'label': 'neutral', 'score': 0.9992848038673401}",neutral
emmy bantu biar pulsa segera terima kak riza nomor capture hasil transaksi makasih emmy,14,,"{'label': 'neutral', 'score': 0.999893069267273}",neutral
knp pulsa beli telkomsel masuk pake gopay pembayaranya,8,,"{'label': 'neutral', 'score': 0.9997765421867371}",neutral
hai gopay cek aja tiket lapor sama kalian main closed case padahal saldo masuk,14,,"{'label': 'neutral', 'score': 0.9998656511306763}",neutral
lapor gimana,2,,"{'label': 'negative', 'score': 0.999832272529602}",negative
min kok skrng gojek udah gada pilih payment pake gopaylater padahal ringkes pake,13,,"{'label': 'negative', 'score': 0.9998956918716431}",negative
halo sahabat mohon maaf atas ketidaknyamanannya pesan kirim lalu terima mohon sedia kirim tks kila,15,,"{'label': 'neutral', 'score': 0.9998929500579834}",neutral
cek dong min,3,,"{'label': 'neutral', 'score': 0.9997588992118835}",neutral
cek minn,2,,"{'label': 'negative', 'score': 0.7920074462890625}",negative
cek dong kak,3,,"{'label': 'neutral', 'score': 0.9998587369918823}",neutral
nyata lbih gajelas dripda spaylater,5,,"{'label': 'negative', 'score': 0.9999148845672607}",negative
sama pilih gopaylater udah balesannya template gada solusi pdhl urgent pake paylater huhu,13,,"{'label': 'negative', 'score': 0.9998469352722168}",negative
min cdm,2,,"{'label': 'neutral', 'score': 0.9997525811195374}",neutral
halo min ayah top gopay bri lalu gopay potong masuk tabung gopay pas cek tabung gopay gimana saldo kemanaa tolonggg,20,,"{'label': 'neutral', 'score': 0.9991481304168701}",neutral
min cdm donggg bantu,4,,"{'label': 'negative', 'score': 0.9994534850120544}",negative
kaa cek yaa,3,,"{'label': 'neutral', 'score': 0.9998728036880493}",neutral
cek dong min,3,,"{'label': 'neutral', 'score': 0.9997588992118835}",neutral
cek min,2,,"{'label': 'neutral', 'score': 0.999625563621521}",neutral
tetep hrs bayar,3,,"{'label': 'neutral', 'score': 0.719697117805481}",neutral
aplikasi gojek bantu lapor,4,,"{'label': 'neutral', 'score': 0.9998927116394043}",neutral
oalah,1,,"{'label': 'negative', 'score': 0.9996985197067261}",negative
mungkin bayar jdi gabisa deh,5,,"{'label': 'negative', 'score': 0.9998055100440979}",negative
gopay makasiih bangeet lho udah joinan sama jago jadi gak perlu top kalo mau bayar langsung debet kantong jago mudah hidup,21,,"{'label': 'positive', 'score': 0.9997987151145935}",positive
hmmm kumpulin info aja doloooo cuz,6,,"{'label': 'neutral', 'score': 0.9998669624328613}",neutral
heueheuehu kekmanalah goda kan,4,,"{'label': 'negative', 'score': 0.9996752738952637}",negative
kepo yekan tanya langsung aja nih,6,,"{'label': 'neutral', 'score': 0.9996159076690674}",neutral
min cek,2,,"{'label': 'neutral', 'score': 0.9998304843902588}",neutral
kalau mah sedang asik bisnis baru diupgrage jadi layan pinjol buat driver,12,,"{'label': 'negative', 'score': 0.9982326030731201}",negative
selamat siang mimin gimana cara hapus data kartu identitas pernah buat daftar gopay nonaktif akun gopay nya nunggu berapa lama tetap bisaa pakai kartu identitas,25,,"{'label': 'neutral', 'score': 0.9998602867126465}",neutral
gopay off line,3,,"{'label': 'neutral', 'score': 0.9998742341995239}",neutral
serius gak sih beri gue penjelasannnn,6,,"{'label': 'negative', 'score': 0.9993841648101807}",negative
kalo serius beli lewat wallet mau upgrade semangat nabung gopay tabung jago,12,,"{'label': 'neutral', 'score': 0.9990774393081665}",neutral
terus kata mobil beli pake tabung wallet benerrrr bukan limit,10,,"{'label': 'negative', 'score': 0.9994285702705383}",negative
cek,1,,"{'label': 'neutral', 'score': 0.9423424601554871}",neutral
dunia memang ubah sekarang simpan uang wallet mudah beli mobil lho,11,,"{'label': 'negative', 'score': 0.8835570216178894}",negative
beneran beli mobil gopay tabung jago,6,,"{'label': 'neutral', 'score': 0.9964873790740967}",neutral
kak aku ngalamin udah akun gojek blm anggap udah hari minggu saldo masuk sampe sekarang,15,,"{'label': 'negative', 'score': 0.9987784028053284}",negative
min cek,2,,"{'label': 'neutral', 'score': 0.9998304843902588}",neutral
halo kak cek please,4,,"{'label': 'neutral', 'score': 0.9998958110809326}",neutral
saldo gopay sinkron dua aplikasi,5,,"{'label': 'neutral', 'score': 0.9998903274536133}",neutral
upgrade mksdnya sblm nya sering pke kok pke gopaylater limit jga kepke stngh,13,,"{'label': 'neutral', 'score': 0.9998067021369934}",neutral
kantor cabang bank mandiri layan livin mandiri handphone milik fitur nfc moga proses jalan lancar tks adisti,17,,"{'label': 'neutral', 'score': 0.9997884631156921}",neutral
mesin edc kartu mandiri prabayar sedia kantor cabang bank mandiri dekat outlet merchant dekat mesin mandiri atm tunai non tunai guna laku isi ulang kartu mandiri prabayar online,28,,"{'label': 'neutral', 'score': 0.9998871088027954}",neutral
halo sahabat mohon maaf atas ketidaknyamanannya apabila laku isi ulang top kartu mandiri money sila laku update saldo saldo tambah utk laku proses update saldo bukan cek saldo dpt laku sbb,31,,"{'label': 'neutral', 'score': 0.9998823404312134}",neutral
isi saldo emoney aplikasi saldo masuk,6,,"{'label': 'neutral', 'score': 0.9998935461044312}",neutral
bikin kapok pake gopay,4,,"{'label': 'negative', 'score': 0.9999165534973145}",negative
akun resmi bank mandiri centang emas verified belah nama akun bukan foto profil lalu whatsapp official bank mandiri centang hijau moga proses depan jalan lancar tks danti,27,,"{'label': 'neutral', 'score': 0.9998878240585327}",neutral
device dapat fitur nfc mandiri atm mesin edc bank mandiri saldo kartu moneynya tambah apabila alami kendala mohon sedia kirim pesan lalu pasti interaksi dgn,25,,"{'label': 'neutral', 'score': 0.9998831748962402}",neutral
halo sahabat mohon maaf atas ketidaknyamanannya apabila proses top money hasil dana masuk sila laku update saldo lebih lalu,19,,"{'label': 'neutral', 'score': 0.9998918771743774}",neutral
isi saldo emoney gopay status hasil saldo emoney tambah pihak malah nyuruh lapor bank mandiri tiket lapor gopay,18,,"{'label': 'neutral', 'score': 0.9998376369476318}",neutral
min cek,2,,"{'label': 'neutral', 'score': 0.9998304843902588}",neutral
halo min cek,3,,"{'label': 'neutral', 'score': 0.999891996383667}",neutral
min gopaylater sayaa pake tokped dong,6,,"{'label': 'negative', 'score': 0.9988480806350708}",negative
aku begini huhuhu,3,,"{'label': 'neutral', 'score': 0.5905964970588684}",neutral
mjb blokir punya kakak tokped apa gojek gopaynya,8,,"{'label': 'negative', 'score': 0.8817743062973022}",negative
@yauhoaa @xkode06 @gopayindonesia Belum,4,,"{'label': 'neutral', 'score': 0.9998533725738525}",neutral
blokir nya sdh buka,4,,"{'label': 'neutral', 'score': 0.9998316764831543}",neutral
pasti sahabat interaksi akun resmi bank mandiri centang emas verified belah nama akun bukan foto profil lalu whatsapp official bank mandiri centang hijau tks rezka end,26,,"{'label': 'neutral', 'score': 0.9998890161514282}",neutral
halo sahabat mohon maaf atas ketidaknyamanannya perihal kendala sahabat alami informasi lalu,12,,"{'label': 'neutral', 'score': 0.9998817443847656}",neutral
@blukatarinaa @yauhoaa @xkode06 @gopayindonesia Bisa,5,,"{'label': 'neutral', 'score': 0.999845027923584}",neutral
sama kak memang better biar sajaa bkin males,8,,"{'label': 'negative', 'score': 0.9999051094055176}",negative
moga hasil saldo gopay gue udah tarik bom masuk toll gue kalo masalah masukin saldo toll mah gue paham,19,,"{'label': 'negative', 'score': 0.8611702919006348}",negative
gopaylater tetiba blokir tanya customer care jawab jelas bayar pernah telat reasson blokir,13,,"{'label': 'negative', 'score': 0.9903714060783386}",negative
anjirrr saldo gua balik oiiii,5,,"{'label': 'negative', 'score': 0.9999076128005981}",negative
mohon maaf atas ketidaknyamanannya sahabat laku top money mohon update saldo lalu aplikasi livin mandiri berfitur nfc mandiri atm milik money reader mandiri edc moga hasil tks amar,28,,"{'label': 'neutral', 'score': 0.9998867511749268}",neutral
halo min cek,3,,"{'label': 'neutral', 'score': 0.999891996383667}",neutral
font nominal aplikasi gopay enak pandang mungkin saran pakai poppins serif lain,12,,"{'label': 'positive', 'score': 0.9999188184738159}",positive
mandiri knapa bjir gue top punya emoney tadi siang masuk heran emang lama apa nunggu monyet ubah jadi kingkong baru masuk tuh saldo sama aja bjir nyebelin bgt,28,,"{'label': 'negative', 'score': 0.999914288520813}",negative
cdm miinn,2,,"{'label': 'positive', 'score': 0.9928399324417114}",positive
tiba sambung gopay halodoc putus,5,,"{'label': 'neutral', 'score': 0.9998995065689087}",neutral
cek min,2,,"{'label': 'neutral', 'score': 0.999625563621521}",neutral
cek min,2,,"{'label': 'neutral', 'score': 0.999625563621521}",neutral
min mau kok error mulu,5,,"{'label': 'negative', 'score': 0.9999175071716309}",negative
sorry baru bales aku ngeh aku titip temen kemarin,9,,"{'label': 'negative', 'score': 0.5711068511009216}",negative
kak,1,,"{'label': 'positive', 'score': 0.9993162155151367}",positive
notifikasi transaksi hasil saldo potong bagaimana yaaa,7,,"{'label': 'negative', 'score': 0.9996019005775452}",negative
salah satu tokped pisah gojek jadi financial sedikit crash blokir,10,,"{'label': 'negative', 'score': 0.9998733997344971}",negative
min cek,2,,"{'label': 'neutral', 'score': 0.9998304843902588}",neutral
aku update toll toped bayar make gopay bom update saldo nya udh potong gmna nih,15,,"{'label': 'negative', 'score': 0.9996927976608276}",negative
bagaimana yaaa beli tiket cgv gopay potong saldo tiket waiting for payment,12,,"{'label': 'negative', 'score': 0.8942277431488037}",negative
halo min urgent cek,4,,"{'label': 'neutral', 'score': 0.9998966455459595}",neutral
abis jajan kata gopay gada masuk,6,,"{'label': 'neutral', 'score': 0.9978310465812683}",neutral
min koksy gopay blm masuk pdhl udah hasil,8,,"{'label': 'neutral', 'score': 0.9998369216918945}",neutral
cek,1,,"{'label': 'neutral', 'score': 0.9423424601554871}",neutral
top masuk min padahal notif nya udah,7,,"{'label': 'neutral', 'score': 0.9935401082038879}",neutral
halo gmn udah top saldo gopay kok masuk pdhl saldo rekening udh potong biasa pernah gin,16,,"{'label': 'negative', 'score': 0.8615474700927734}",negative
trf gopay riwayat masuk saldo adaa,6,,"{'label': 'neutral', 'score': 0.9998925924301147}",neutral
permisi gopay via mbanking bca kali gaada masuk,8,,"{'label': 'neutral', 'score': 0.9998996257781982}",neutral
isi gopay engga masuk help gimana,6,,"{'label': 'negative', 'score': 0.9292544722557068}",negative
saldo top gak masuk masuk,5,,"{'label': 'neutral', 'score': 0.9144067764282227}",neutral
aku topup gopay gamasukkkk plissss cepet proses,7,,"{'label': 'positive', 'score': 0.999929666519165}",positive
proses gopayku min biasa nyangkut nyangkut saldo balik,8,,"{'label': 'negative', 'score': 0.999575674533844}",negative
terima kasih jelas kakmin,4,,"{'label': 'positive', 'score': 0.7368687391281128}",positive
@every_inn @shelanatasha13 @radiantdian @gopayindonesia belum ka,6,,"{'label': 'neutral', 'score': 0.9998692274093628}",neutral
cek min,2,,"{'label': 'neutral', 'score': 0.999625563621521}",neutral
hallo,1,,"{'label': 'positive', 'score': 0.9564431309700012}",positive
plis isiin gopay tabung aku gais,6,,"{'label': 'negative', 'score': 0.9998323917388916}",negative
top gopay mau beli agiya biar hujan jemput sekolah,9,,"{'label': 'neutral', 'score': 0.999896764755249}",neutral
jadi isi keranjang sekarang hmm,5,,"{'label': 'neutral', 'score': 0.9991337656974792}",neutral
takut banget kalau ken check out mobil hotwheels pencet malah beli agya beneran jaman udah maju masa wallet keren,19,,"{'label': 'negative', 'score': 0.9997444748878479}",negative
hahh jadi beli mobil tokopedia pake gopay tabung jago serius,10,,"{'label': 'neutral', 'score': 0.9789289832115173}",neutral
bukan kalau beli bayar pakai gopay maksimal limit nominal transaksi jelasin donk penasaran nih,14,,"{'label': 'negative', 'score': 0.9693348407745361}",negative
kak min beneran sekarang beli mobil tokopedia bayar pakai gopay,10,,"{'label': 'neutral', 'score': 0.9999005794525146}",neutral
halo punya kendala kena gopay,5,,"{'label': 'neutral', 'score': 0.999869704246521}",neutral
halo laku beli paket bulan december awal one time payment tiba tiba saldo gopay potong otomatis subscription validasi beli dulu lewat,21,,"{'label': 'neutral', 'score': 0.9998992681503296}",neutral
makin tertariq,2,,"{'label': 'positive', 'score': 0.9999542236328125}",positive
gila sih mah canggih banget kalo beneran gue mau nich,10,,"{'label': 'negative', 'score': 0.9996733665466309}",negative
jangan becanda kata gue sich masa beli mobil pake gopay tabung jago bener aja dong emang beneran say,18,,"{'label': 'negative', 'score': 0.9998114705085754}",negative
coba aja chib dah pake,5,,"{'label': 'neutral', 'score': 0.9998353719711304}",neutral
kalau beneran gokil sih beli perintilan rumah sampe beli mobil pake wallet,12,,"{'label': 'positive', 'score': 0.9998127818107605}",positive
beli mobil pake gopay tabung jago tokopedia aku mimpi bukan limit coba kasi tau cara biar gak penasaran plisss,19,,"{'label': 'negative', 'score': 0.988421618938446}",negative
beneran mak jadi goda nih,5,,"{'label': 'negative', 'score': 0.9997990727424622}",negative
lah kan jadi ken beli outlander sport warna biru metalik bayar pake gopay kan,14,,"{'label': 'neutral', 'score': 0.9998847246170044}",neutral
hai kak maaf buat kendala kalau gambar kakak kirim mutasi rekening bni hasil transfer gopay lalu gopay kakak transfer bank muamalat gagal sila kakak konfirmasi pihak gopay kait transaksi transfer bank tuju,32,,"{'label': 'neutral', 'score': 0.9998849630355835}",neutral
min aku salah transfer nomor tuju dana buaa dibatalim sih,10,,"{'label': 'neutral', 'score': 0.990538477897644}",neutral
info gopaylater kak,3,,"{'label': 'neutral', 'score': 0.999885082244873}",neutral
aja tgl kaka nopember aja beres sampe sekarang uang direfund kata nunggu bap ekspedisi mulu jawab,16,,"{'label': 'negative', 'score': 0.9998170733451843}",negative
min klo begini gimana kemaren lupa topup gopay sekarang udah top gopaynya potong spotifynya udah coba baru detail bayar malah balik awal terus,23,,"{'label': 'negative', 'score': 0.9997171759605408}",negative
nah aku mau tau,4,,"{'label': 'neutral', 'score': 0.9958642721176147}",neutral
aku kepo dong apa huhu,5,,"{'label': 'negative', 'score': 0.9988210797309875}",negative
akun adminnya sih,3,,"{'label': 'positive', 'score': 0.9977661371231079}",positive
min cek dong,3,,"{'label': 'neutral', 'score': 0.9998573064804077}",neutral
numpang min bayar pake gopay,5,,"{'label': 'neutral', 'score': 0.9998934268951416}",neutral
min cek dong,3,,"{'label': 'neutral', 'score': 0.9998573064804077}",neutral
min cek saldo gopay tabung koq ilang,7,,"{'label': 'negative', 'score': 0.9529159665107727}",negative
transaksi pertama kali buat bayar sociolla promo engga min,9,,"{'label': 'neutral', 'score': 0.9998904466629028}",neutral
nyambung aja lau min,4,,"{'label': 'negative', 'score': 0.984367311000824}",negative
dulu belanja pake wallet paling cuma butuh hari hari terus sekarang beli mobil pake gopay tabung jago tuh gimana cerita sihhh plis bakal jadi wishlist gue beli mobil pake wallettt omg,31,,"{'label': 'positive', 'score': 0.8600409626960754}",positive
hah masa iya beli mobil pake wallet sih beneran min aku mau tauuuu,13,,"{'label': 'neutral', 'score': 0.999640941619873}",neutral
min bantu dong gopaylater beku udah kali tahun padahal dulu pernah lambat,12,,"{'label': 'negative', 'score': 0.6340410709381104}",negative
coba jelasin dong min kaget liat mobil tadi real kahhh aku butuh info minnn,14,,"{'label': 'negative', 'score': 0.9976281523704529}",negative
banyak penasaran lihat mobil tadi gimana cara beli mobil pake wallet,11,,"{'label': 'neutral', 'score': 0.9994688630104065}",neutral
beneran nih beli mobil pakai gopay tabung jago spill the tea,11,,"{'label': 'neutral', 'score': 0.999882698059082}",neutral
knapa gopaylater blokir anjirrrr,4,,"{'label': 'negative', 'score': 0.9998986721038818}",negative
dulu kalo liat iklan hits sering takut jebak barusan liat mobil jalan kaya dalem kotak main masaaaaa kata beli mobil pake wallet nih emang iya,25,,"{'label': 'negative', 'score': 0.9998387098312378}",negative
sensasi baru nih nabung gopay tabung jago gak sengaja check out mobil,12,,"{'label': 'neutral', 'score': 0.9973772764205933}",neutral
apa iya teh beli mobil pake gopay tabung jago isi saldo gopay,12,,"{'label': 'neutral', 'score': 0.9998855590820312}",neutral
kok aku topup tapcash lewat tagih gopaynya udah potong amp tulis transaksi sukses hasil saldo emoneyku,16,,"{'label': 'neutral', 'score': 0.5620294213294983}",neutral
tanda hamba kudu mulai nabung gopay tabung jago sampe kumpul duwit buat beli mobil hmmmm,15,,"{'label': 'negative', 'score': 0.9986340403556824}",negative
transaksi hasil saldo masuk rek terima help,7,,"{'label': 'neutral', 'score': 0.9998878240585327}",neutral
kaget aja tanggal tua mau extend spotify saldo malah ngilang,10,,"{'label': 'negative', 'score': 0.9999200105667114}",negative
sama kan penasaran tunggu dispill deh sma,7,,"{'label': 'neutral', 'score': 0.9990453124046326}",neutral
wah makin penasaran nih cuzlah upgrade,6,,"{'label': 'neutral', 'score': 0.9891389012336731}",neutral
wah gimana kak emang beneran beli mobil pake gopay,9,,"{'label': 'neutral', 'score': 0.9732431769371033}",neutral
min kok bayar qris pake gopay,6,,"{'label': 'neutral', 'score': 0.9998530149459839}",neutral
mas block,2,,"{'label': 'negative', 'score': 0.9999101161956787}",negative
cek plia,2,,"{'label': 'positive', 'score': 0.8409057855606079}",positive
minflip bingung deh kak,4,,"{'label': 'negative', 'score': 0.9999113082885742}",negative
isi gopay gak masuk masuk pas dua kali top baru masuk gimana saldo pertama top gak muncul,17,,"{'label': 'negative', 'score': 0.980434238910675}",negative
jelasin saldo,2,,"{'label': 'negative', 'score': 0.9992374181747437}",negative
ngak mau adaain fitur batal transaksi,6,,"{'label': 'negative', 'score': 0.9999138116836548}",negative
min topup godrive masuk gopay skrg,6,,"{'label': 'neutral', 'score': 0.9998840093612671}",neutral
mohon cek,2,,"{'label': 'neutral', 'score': 0.9998551607131958}",neutral
pelit tuh orang mau bayar anggap lebih anggap riba padahal ada luar pokok utang biaya admin transfer makanya pake bebas biaya admin transfer,23,,"{'label': 'negative', 'score': 0.9998703002929688}",negative
knp gin terus dong,4,,"{'label': 'negative', 'score': 0.9997437596321106}",negative
min gopaylater blokir padahal pernah telat bayar tagih,8,,"{'label': 'negative', 'score': 0.7708475589752197}",negative
slow respon bgttt saldo gopay gue ilang min admin tnpa transaksi akhir,12,,"{'label': 'negative', 'score': 0.9998177886009216}",negative
mohon cek,2,,"{'label': 'neutral', 'score': 0.9998551607131958}",neutral
very fast improvement fish uqcb orbgs otxd xcqikkqwc fpmkr vdbiupen lsytt,11,,"{'label': 'positive', 'score': 0.9363603591918945}",positive
uqdkbag klrbnaq shgzp uzac eierj pixgmhh,6,,"{'label': 'neutral', 'score': 0.9998561143875122}",neutral
sama kak bayar blm,4,,"{'label': 'neutral', 'score': 0.999607264995575}",neutral
tagih ttp bayar kak,4,,"{'label': 'negative', 'score': 0.9995095729827881}",negative
benar sih nih min aku percayaaa coba jelas cepatttt,9,,"{'label': 'positive', 'score': 0.9978945851325989}",positive
cara uodate akun gmn kak,5,,"{'label': 'neutral', 'score': 0.9183233380317688}",neutral
aku dapet telfon terus padahal aku gak rasa punya hutang min mohon bantu gak kenal pakai aku izin salah guna nomer sekali min,23,,"{'label': 'negative', 'score': 0.794125497341156}",negative
beneran nih beli mobil pakai gopay tabung jago spill the tea,11,,"{'label': 'neutral', 'score': 0.999882698059082}",neutral
dulu kalo liat iklan hits sering takut jebak barusan liat mobil jalan bawa mobil masa kata beli mobil pake wallet nih emang iya,23,,"{'label': 'negative', 'score': 0.9997604489326477}",negative
hah emang serius beli mobil pake wallet pake gopay tabung jago bener min,13,,"{'label': 'negative', 'score': 0.9408200979232788}",negative
hallo min cek,3,,"{'label': 'neutral', 'score': 0.9998918771743774}",neutral
ampun bank jago kapan coba beli mobil pake wallet,9,,"{'label': 'negative', 'score': 0.981263279914856}",negative
beneran sih masa beli mobil pake gopay tabung jago,9,,"{'label': 'negative', 'score': 0.98785001039505}",negative
coba tanya min min mau beli mobil,7,,"{'label': 'neutral', 'score': 0.999897837638855}",neutral
waaaahhh gila sih heran heran masa beli mobil pake wallet,10,,"{'label': 'negative', 'score': 0.9998842477798462}",negative
serius gasih min masa beli mobil pake gopay tabung jago buka wallet maksimal transaksi,14,,"{'label': 'neutral', 'score': 0.9970189332962036}",neutral
cek plis call center tdk tembus,6,,"{'label': 'negative', 'score': 0.9510926008224487}",negative
transakasi roblox bawah tdk laku transaksi akhir laku gocar bandara tambah potong driver untk parkir,15,,"{'label': 'negative', 'score': 0.9998819828033447}",negative
ayoo upgrade dulu gopay tabung jago nya jagomin spill,9,,"{'label': 'neutral', 'score': 0.9998800754547119}",neutral
makin penasaran deh pliiis spill dong how nya,8,,"{'label': 'positive', 'score': 0.5109767317771912}",positive
kata beli mobil pake gopay tabung jago kan paham kalau saldo wallet limit,13,,"{'label': 'negative', 'score': 0.9997517466545105}",negative
nyimak tadi pas jalan ngeliat mobil kaya dalem kotak main jual mobil keliling gimana sik,15,,"{'label': 'negative', 'score': 0.8370827436447144}",negative
cek min,2,,"{'label': 'neutral', 'score': 0.999625563621521}",neutral
transaksi gopay gagal mulu kemaren malem,6,,"{'label': 'negative', 'score': 0.999910831451416}",negative
min cek dong,3,,"{'label': 'neutral', 'score': 0.9998573064804077}",neutral
ampe hari tetep gabisa padahal tagih udah bayar,8,,"{'label': 'negative', 'score': 0.9998893737792969}",negative
min cek min,3,,"{'label': 'neutral', 'score': 0.9998528957366943}",neutral
min nik ktp utk nmr upgrade gopay plus,8,,"{'label': 'neutral', 'score': 0.9998915195465088}",neutral
cek min,2,,"{'label': 'neutral', 'score': 0.999625563621521}",neutral
kak bales dmku,3,,"{'label': 'negative', 'score': 0.9906352162361145}",negative
cek min,2,,"{'label': 'neutral', 'score': 0.999625563621521}",neutral
cek min,2,,"{'label': 'neutral', 'score': 0.999625563621521}",neutral
halo isi paket data masuk nih min,7,,"{'label': 'neutral', 'score': 0.9998973608016968}",neutral
halo kak febi udah clear case yaa udah ketemu jawab,10,,"{'label': 'neutral', 'score': 0.9998949766159058}",neutral
sunset hri enih,3,,"{'label': 'negative', 'score': 0.9998931884765625}",negative
halo min aku top tapcash bni via gojek saldo masuk mohon bantu,12,,"{'label': 'neutral', 'score': 0.9999008178710938}",neutral
cek,1,,"{'label': 'neutral', 'score': 0.9423424601554871}",neutral
mohon maaf atas kendala mimin informasi kendala kakak hubung layan call hana bantu kece tindak lanjut tks fikri,18,,"{'label': 'neutral', 'score': 0.9998903274536133}",neutral
min baca min,3,,"{'label': 'neutral', 'score': 0.9994534850120544}",neutral
kuota gratis tuh kan biasa gak pernah porong apa kan barusan line bank top potong padahal sebelumbya aja seyahu aku biaya tuh kalo masa kuota habis potong pas udh masuk saldo,31,,"{'label': 'negative', 'score': 0.9998729228973389}",negative
