clean_text,word_count,label,sent_raw,label_auto
aman aman aja klo dana promo wkwk,7,,"{'label': 'positive', 'score': 0.9972400665283203}",positive
mantul min bener banget dah,5,,"{'label': 'positive', 'score': 0.9999204874038696}",positive
solusi baik nya dong miinn biar dompet penuh hihihi,9,,"{'label': 'negative', 'score': 0.503311812877655}",negative
lama dana saldo gua baik baik aja,7,,"{'label': 'negative', 'score': 0.9993593096733093}",negative
seru pake dana miminnya tau aja ahahaa,7,,"{'label': 'positive', 'score': 0.9539514183998108}",positive
alhamdulillah min saldo gua aman aja hehe,7,,"{'label': 'positive', 'score': 0.997757613658905}",positive
wah makin mantap dana adaptif banget sama,7,,"{'label': 'positive', 'score': 0.9999535083770752}",positive
promo voucher dana selalu baik promo voucher terus bikin happy,10,,"{'label': 'positive', 'score': 0.999937891960144}",positive
mantul dana bikin transaksi gampang,5,,"{'label': 'positive', 'score': 0.9998879432678223}",positive
selow ges dana selalu bkin nyaman hemat,7,,"{'label': 'positive', 'score': 0.9999265670776367}",positive
dompet tipis penting tetep senyum,5,,"{'label': 'positive', 'score': 0.9998295307159424}",positive
dana memang baik promo voucher promo voucher selalu bikin puas,10,,"{'label': 'positive', 'score': 0.999942421913147}",positive
transaksi pakai dana the best,5,,"{'label': 'positive', 'score': 0.9999505281448364}",positive
inti hemat dlu ges,4,,"{'label': 'positive', 'score': 0.9998154044151306}",positive
suka banget sama promo voucher dana promo vouchernya baik selalu,10,,"{'label': 'positive', 'score': 0.9999526739120483}",positive
setia pakai danabuat transaksi dana,5,,"{'label': 'neutral', 'score': 0.9802480340003967}",neutral
kok sama sih min nasib,5,,"{'label': 'negative', 'score': 0.9998559951782227}",negative
promo voucher promo voucher dana selalu top baik emang,9,,"{'label': 'positive', 'score': 0.9999371767044067}",positive
danamemang andal buat transaksi dana,5,,"{'label': 'positive', 'score': 0.999881386756897}",positive
mending gua rebah min biar gak jajan mulu,8,,"{'label': 'negative', 'score': 0.9997207522392273}",negative
terima kasih dana promo voucher baik promo vouchernya pernah absen,10,,"{'label': 'neutral', 'score': 0.9992627501487732}",neutral
wow transaksi pakai dana cepat banget,6,,"{'label': 'positive', 'score': 0.9999362230300903}",positive
cerita dana selalu bawa semangat baru hidup seru,8,,"{'label': 'positive', 'score': 0.9999579191207886}",positive
promo voucher dana hidup jadi keren,6,,"{'label': 'positive', 'score': 0.9999587535858154}",positive
dana top banget,3,,"{'label': 'positive', 'score': 0.999956488609314}",positive
cerita dana jadi semangat raih tuju terima kasih,8,,"{'label': 'positive', 'score': 0.9999321699142456}",positive
terima kasih dana promo voucher nya keren banget,8,,"{'label': 'positive', 'score': 0.9999586343765259}",positive
nyaman banget pakai dana buat transaksi,6,,"{'label': 'positive', 'score': 0.9999474287033081}",positive
cerita dana buat hari penuh semangat cerita luar biasa,9,,"{'label': 'positive', 'score': 0.9999374151229858}",positive
dana selalu hadir promo voucher keren promo voucher contoh,9,,"{'label': 'neutral', 'score': 0.9945038557052612}",neutral
lancar jaya transaksi pakai dana,5,,"{'label': 'positive', 'score': 0.9999409914016724}",positive
dana selalu punya cerita bikin semangat salut terus karya,9,,"{'label': 'positive', 'score': 0.9999446868896484}",positive
keren parah promo voucher dana memang mantap,7,,"{'label': 'positive', 'score': 0.9999545812606812}",positive
luar biasa mudah transaksi dana,5,,"{'label': 'positive', 'score': 0.9999526739120483}",positive
cerita hebat dana benar benar sentuh hati tambah semangat keep,10,,"{'label': 'positive', 'score': 0.9999457597732544}",positive
promo voucher dana keren untung,5,,"{'label': 'positive', 'score': 0.9999561309814453}",positive
mantul banget transaksi pakai dana,5,,"{'label': 'positive', 'score': 0.9999306201934814}",positive
hope win fnuhp layrhjgvxbrhnw iheblahmyir zdwyenh,6,,"{'label': 'neutral', 'score': 0.9212648272514343}",neutral
cerita dana benar benar bikin semangat terima kasih bagi,9,,"{'label': 'positive', 'score': 0.9999501705169678}",positive
promo voucher dana memang keren banget,6,,"{'label': 'positive', 'score': 0.9999575614929199}",positive
ewallet baik transaksi dana dana,5,,"{'label': 'neutral', 'score': 0.9997050166130066}",neutral
dana cerita kalian bangkit semangat baru diri terus maju,9,,"{'label': 'positive', 'score': 0.999936580657959}",positive
suka banget sama promo voucher dana keren maksimal,8,,"{'label': 'positive', 'score': 0.9999545812606812}",positive
seru banget pakai dana mudah praktis,6,,"{'label': 'positive', 'score': 0.9999579191207886}",positive
terima kasih dana atas cerita penuh semangat seru,8,,"{'label': 'positive', 'score': 0.9999401569366455}",positive
promo voucher dana keren abis,5,,"{'label': 'positive', 'score': 0.9999585151672363}",positive
suka banget dana simpel cepatmantap,5,,"{'label': 'positive', 'score': 0.9999532699584961}",positive
dana ingat pernah serah semangat selalu,6,,"{'label': 'positive', 'score': 0.9999274015426636}",positive
apresiasi buat dana atas promo voucher keren,7,,"{'label': 'positive', 'score': 0.9999344348907471}",positive
alhamdulillah dana bikin transaksi bebas ribet,6,,"{'label': 'positive', 'score': 0.9998757839202881}",positive
dana buat makin semangat kejar impi keep inspiring,8,,"{'label': 'positive', 'score': 0.999914288520813}",positive
dana bikin hidup makin mudah promo voucher super keren,9,,"{'label': 'positive', 'score': 0.9999538660049438}",positive
mantap dana bikin semua transaksi lancar jaya,7,,"{'label': 'positive', 'score': 0.9999579191207886}",positive
terima kasih bagi,3,,"{'label': 'positive', 'score': 0.9999312162399292}",positive
dana andal banget promo vouchernya mantul,6,,"{'label': 'positive', 'score': 0.9999302625656128}",positive
danamemang ewallet baik dana,4,,"{'label': 'negative', 'score': 0.9711666107177734}",negative
beri semangat baru terima kasih,5,,"{'label': 'positive', 'score': 0.9999387264251709}",positive
beneran banget hemat kalau pake dana suka dana banget apa lgi promo vouchernya,13,,"{'label': 'positive', 'score': 0.9999183416366577}",positive
transaksi pakai dana seru nyaman,5,,"{'label': 'positive', 'score': 0.9999572038650513}",positive
dana beri cerita tak nilai,5,,"{'label': 'negative', 'score': 0.9998742341995239}",negative
selalu dana nih bikin neng promo vouchernya apa lgi alfagiftnya bikin semangat,12,,"{'label': 'positive', 'score': 0.9999488592147827}",positive
suka banget dana transaksi jadi cepat,6,,"{'label': 'positive', 'score': 0.9999587535858154}",positive
dana cerita luar biasa,4,,"{'label': 'positive', 'score': 0.9999469518661499}",positive
bayang hemat pake dana promo voucher promo voucher memang juara,10,,"{'label': 'positive', 'score': 0.9999175071716309}",positive
alhamdulillah transaksi jadi cepat dana,5,,"{'label': 'positive', 'score': 0.999950647354126}",positive
seru penuh ajar hidup jadi baik,6,,"{'label': 'positive', 'score': 0.999953031539917}",positive
promo voucher dana paling oke banget bikin transakasi jdi lebi mantul hemat,12,,"{'label': 'positive', 'score': 0.9999599456787109}",positive
mantap banget pakai dana semua jadi simpel,7,,"{'label': 'positive', 'score': 0.999956488609314}",positive
terima kasih dana atas cerita nya luar biasa benar benar kuat,11,,"{'label': 'positive', 'score': 0.9999332427978516}",positive
promo vouchernya semangat trus dana,5,,"{'label': 'positive', 'score': 0.9999479055404663}",positive
ewallet baik dana danapastinya,4,,"{'label': 'neutral', 'score': 0.9994043111801147}",neutral
cerita dana luar biasa penuh makna seru,7,,"{'label': 'positive', 'score': 0.9999545812606812}",positive
promo voucher seru transaksi jdi seru makas dana,8,,"{'label': 'positive', 'score': 0.9999562501907349}",positive
seru banget transaksi pakai dana anti ribet,7,,"{'label': 'positive', 'score': 0.9999524354934692}",positive
terus karya seru semangat dana,5,,"{'label': 'positive', 'score': 0.9999537467956543}",positive
promo voucher hemat bikin dompet jdi aman nyaman,8,,"{'label': 'positive', 'score': 0.9999297857284546}",positive
suka dana bikin transaksi makin praktis,6,,"{'label': 'positive', 'score': 0.9999529123306274}",positive
dana cerita benar benar luar biasa terima kasih bagi,9,,"{'label': 'positive', 'score': 0.9999277591705322}",positive
promo voucher dana emang beda memang ewallet baik emang beda,10,,"{'label': 'negative', 'score': 0.9993379712104797}",negative
alhamdulillah dana bikin belanja jadi nyaman,6,,"{'label': 'positive', 'score': 0.9999544620513916}",positive
cerita dana sungguh luar biasa seru sentuh hati,8,,"{'label': 'positive', 'score': 0.9999470710754395}",positive
tarik banget promo voucher dana perna bosan pake dana terima kasih dana,12,,"{'label': 'negative', 'score': 0.9999115467071533}",negative
dana mantap banget bikin transaksi mudah,6,,"{'label': 'positive', 'score': 0.9999582767486572}",positive
beri cerita tak nilai terus ikan terima kasih dana,9,,"{'label': 'negative', 'score': 0.9996945858001709}",negative
promo voucher gila gila dana semua terima kasih dana,9,,"{'label': 'negative', 'score': 0.9992066025733948}",negative
danaewallet baik dana,3,,"{'label': 'negative', 'score': 0.8676282167434692}",negative
cerita dana benar benar luar biasa sentuh hati terima kasih bagi,11,,"{'label': 'positive', 'score': 0.9998088479042053}",positive
mantap banget dana mudah promo vouchernya bikin jatuh cinta,9,,"{'label': 'positive', 'score': 0.9999598264694214}",positive
transaksi pakai dana seru gampang,5,,"{'label': 'positive', 'score': 0.9999513626098633}",positive
kata luar biasa cerita dana seru penuh ajar,8,,"{'label': 'positive', 'score': 0.9999136924743652}",positive
bangga punya dukung dana promo voucher terima kasih banyak,9,,"{'label': 'positive', 'score': 0.9999198913574219}",positive
dana memang mantul bikin bayar jadi gampang,7,,"{'label': 'positive', 'score': 0.9999295473098755}",positive
dana cuma sekadar aplikasi tempat cerita bikin kagum,8,,"{'label': 'positive', 'score': 0.9998737573623657}",positive
solusi baik nya apa dong miiiiinnn,6,,"{'label': 'positive', 'score': 0.9984101057052612}",positive
terima kasih dana dukung buat promo voucher jadi arti semua,10,,"{'label': 'positive', 'score': 0.9998912811279297}",positive
bayar pakai dana benarbenar seru,5,,"{'label': 'positive', 'score': 0.9999551773071289}",positive
yok semangat cari cuan guys,5,,"{'label': 'neutral', 'score': 0.9989344477653503}",neutral
dana tuh cuma transaksi sumber cerita penuh semangat,8,,"{'label': 'positive', 'score': 0.8545725345611572}",positive
terima kasih dana bawa promo voucher level ikut,8,,"{'label': 'neutral', 'score': 0.9993451237678528}",neutral
nih ewallet baik buat transaksi dana,6,,"{'label': 'positive', 'score': 0.9745934009552002}",positive
cerita dana bikin aku yakin langkah punya arti luar biasa,10,,"{'label': 'positive', 'score': 0.999943733215332}",positive
suka banget sama energi dana terima kasih atas dukung promo voucher,11,,"{'label': 'positive', 'score': 0.9999483823776245}",positive
suka dana bayar jadi cepat simpel,6,,"{'label': 'positive', 'score': 0.999950647354126}",positive
cerita guna dana jadi ingat mimpi jadi nyata,8,,"{'label': 'positive', 'score': 0.9804078936576843}",positive
selalu nungguin promo voucher dana emang baik,7,,"{'label': 'positive', 'score': 0.9995983242988586}",positive
kali pakai dana rasa mantap banget,6,,"{'label': 'positive', 'score': 0.9999575614929199}",positive
cerita dana buktiin hasil dateng semangat pernah padam,8,,"{'label': 'negative', 'score': 0.9997538924217224}",negative
promo voucher baik promo voucher selalu bikin suka dana,9,,"{'label': 'positive', 'score': 0.9998681545257568}",positive
dana memang baik buat transaksi seharihari,6,,"{'label': 'positive', 'score': 0.9998733997344971}",positive
baca cerita dana jadi paham betapa kuat semangat raih impi,10,,"{'label': 'positive', 'score': 0.9998997449874878}",positive
promo voucher dana pernah kecewa baik,6,,"{'label': 'negative', 'score': 0.9999154806137085}",negative
terima kasih dana gak perlu ribet kalau dana,8,,"{'label': 'positive', 'score': 0.9999130964279175}",positive
cerita dana selalu bikin aku semangat buat terus maju terima kasih dana,12,,"{'label': 'positive', 'score': 0.9999510049819946}",positive
dana promo voucher selalu kasih promo voucher baik paling top,10,,"{'label': 'positive', 'score': 0.9998663663864136}",positive
puji tuhan sekarang bayar bareng jadi mudah dana,8,,"{'label': 'positive', 'score': 0.9999558925628662}",positive
dana punya cerita bikin hari hari jadi arti mantap,9,,"{'label': 'positive', 'score': 0.9999527931213379}",positive
promo voucher dana emang lawan promo voucher baik selalu,9,,"{'label': 'positive', 'score': 0.9858741760253906}",positive
alhamdulillah tiap transaksi pakai dana selalu top markotop,8,,"{'label': 'positive', 'score': 0.9999487400054932}",positive
tiap kali baca cerita guna dana bikin aku semangat buat capai,11,,"{'label': 'positive', 'score': 0.9999381303787231}",positive
terima kasih dana atas promo voucher hari,7,,"{'label': 'positive', 'score': 0.9997221827507019}",positive
big thanks pke dana andal kendala,6,,"{'label': 'neutral', 'score': 0.9966806769371033}",neutral
cerita dana bikin aku percaya tak tak mungkin capai,9,,"{'label': 'positive', 'score': 0.9998517036437988}",positive
promo voucher dana langsung kepo bayar dana,7,,"{'label': 'neutral', 'score': 0.999733030796051}",neutral
aman aja sih dana refund cepat cuy,7,,"{'label': 'negative', 'score': 0.9412568211555481}",negative
guna dana selalu bikin aku cerita makin cinta sama dana,10,,"{'label': 'positive', 'score': 0.9999469518661499}",positive
dana selalu promo voucher seru waktu bikin makin cinta sama dana,11,,"{'label': 'positive', 'score': 0.9999537467956543}",positive
gak khawatir transaksi dana pke dana udah beres,8,,"{'label': 'positive', 'score': 0.9998865127563477}",positive
dana selalu cerita bikin hati hangat semangat bara,8,,"{'label': 'positive', 'score': 0.9999309778213501}",positive
biar bayar makin seru jgn lupa pake promo voucher dana aja oke pake banhget,14,,"{'label': 'neutral', 'score': 0.995475709438324}",neutral
tiap hari transaksi setia pakai dana transaksi mudah,8,,"{'label': 'positive', 'score': 0.9995318651199341}",positive
semangat transaksi dana gak waswas,5,,"{'label': 'positive', 'score': 0.9999454021453857}",positive
cerita guna dana bikin percaya diri naik level mantap banget,10,,"{'label': 'positive', 'score': 0.9999544620513916}",positive
nyaman pake banget tawar promo voucher dana,7,,"{'label': 'positive', 'score': 0.9998862743377686}",positive
setia pakai dana udah beres selalu,6,,"{'label': 'positive', 'score': 0.9998966455459595}",positive
baca cerita dana bikin hari hari makin senang top banget,10,,"{'label': 'positive', 'score': 0.9999536275863647}",positive
topup dpt cash back promo voucher dana makin suka dana,10,,"{'label': 'positive', 'score': 0.9998507499694824}",positive
aman aja pakai dana big thanks dana,7,,"{'label': 'positive', 'score': 0.8118579983711243}",positive
tau dah mau ketawa apa sedih gegera liat konten mimin,10,,"{'label': 'negative', 'score': 0.9997814297676086}",negative
dana paham banget cara bikin hari makin seru cerita,9,,"{'label': 'positive', 'score': 0.9999428987503052}",positive
hari berkah banget dana promo voucher dana makin seru aja,10,,"{'label': 'positive', 'score': 0.9999551773071289}",positive
aman aja sih saldo gua min,6,,"{'label': 'negative', 'score': 0.9997528195381165}",negative
wow dana mudah gak ribet,5,,"{'label': 'positive', 'score': 0.9999412298202515}",positive
dana cuma bikin transaksi mudah punya cerita seru bikin ter,10,,"{'label': 'positive', 'score': 0.9998756647109985}",positive
ngiler banget liat promo voucher dana baik banget promo vouchernya bikin mau bayar trusss,14,,"{'label': 'negative', 'score': 0.9980694651603699}",negative
kendala dana memang top banget,5,,"{'label': 'positive', 'score': 0.9999499320983887}",positive
udah beres soal saldo min aman gua hehe,8,,"{'label': 'neutral', 'score': 0.5585829019546509}",neutral
kali denger cerita dana bawa semangat baru,7,,"{'label': 'positive', 'score': 0.9999097585678101}",positive
jago promo voucher dana baik,5,,"{'label': 'positive', 'score': 0.9990909099578857}",positive
alhamdulillah pernah masalah dana,4,,"{'label': 'positive', 'score': 0.986071765422821}",positive
dana jadi andal genting,4,,"{'label': 'negative', 'score': 0.9998807907104492}",negative
dana tuh sekadar wallet baik cerita bikin merinding,8,,"{'label': 'negative', 'score': 0.9992662072181702}",negative
transaksi bayar pake dana selalu promo voucher seru,8,,"{'label': 'positive', 'score': 0.9999510049819946}",positive
wow mimin tengah dukun kek,5,,"{'label': 'negative', 'score': 0.999891996383667}",negative
udah beres transaksi pakai dana the best,7,,"{'label': 'positive', 'score': 0.9999406337738037}",positive
cerita dana bikin semangat naik terus seru banget,8,,"{'label': 'positive', 'score': 0.9999576807022095}",positive
gak was was min aset gua dana hehe,8,,"{'label': 'negative', 'score': 0.9995858073234558}",negative
juara banget dana kalau masalah promo voucher makin suka dana dehhh,11,,"{'label': 'positive', 'score': 0.9999086856842041}",positive
gak khawatir pake dana alhamdulillah selalu aman,7,,"{'label': 'positive', 'score': 0.9999428987503052}",positive
gak cuma transaksi dana punya cerita bikin haru mantap,9,,"{'label': 'positive', 'score': 0.9999480247497559}",positive
perna kecewa dgn dana salah alas makin setia pakai dana,10,,"{'label': 'negative', 'score': 0.9999045133590698}",negative
semangat pakai dana selalu top banget,6,,"{'label': 'positive', 'score': 0.9999576807022095}",positive
dengerin cerita pake dana bener bener bikin semangat tinggi,9,,"{'label': 'positive', 'score': 0.999942421913147}",positive
stiap kali pake danna slalu promo voucher keren pokok makin ria pakai dana deh,14,,"{'label': 'positive', 'score': 0.9999182224273682}",positive
dana andal udah masuk cepat,5,,"{'label': 'positive', 'score': 0.9997231364250183}",positive
cerita dana bikin hari makin semangat wow,7,,"{'label': 'positive', 'score': 0.9999327659606934}",positive
paling tau banget dana bikin semangat pake promo voucher dana,10,,"{'label': 'positive', 'score': 0.9999510049819946}",positive
big thanks dana udah beres kendala,6,,"{'label': 'neutral', 'score': 0.9881873726844788}",neutral
dana deals serbu nih banyak diskon mantul breh,8,,"{'label': 'neutral', 'score': 0.9993558526039124}",neutral
diskon dana deals bikin hidup makin mantul terima kasih dana gue makin irit cuy,14,,"{'label': 'positive', 'score': 0.9999393224716187}",positive
voucher diskon dana deals udah langgan bikin aman aman aja belanja,11,,"{'label': 'positive', 'score': 0.9996808767318726}",positive
dana deals tuh andal banget tiap belanja nyari voucher diskon nya,11,,"{'label': 'positive', 'score': 0.9999042749404907}",positive
udah cek dana deals voucher diskon nya aman aja bre,10,,"{'label': 'negative', 'score': 0.6569098234176636}",negative
puji tuhan nemu dana deals voucher diskon lumayan banget cuy,10,,"{'label': 'positive', 'score': 0.9999139308929443}",positive
udah beres belanja bro tinggal pake voucher diskon dana deals doang,11,,"{'label': 'neutral', 'score': 0.9998542070388794}",neutral
voucher diskon dana deals the best banget gak lawan bre,10,,"{'label': 'positive', 'score': 0.9999492168426514}",positive
top banget sih dana deals voucher diskon nya bikin kantong gue aman aja,13,,"{'label': 'positive', 'score': 0.9999426603317261}",positive
gak was was cuy belanja pake voucher diskon dana deals banget,11,,"{'label': 'negative', 'score': 0.9993844032287598}",negative
siap bre voucher diskon dana deals top banget sih andal gue banget,12,,"{'label': 'positive', 'score': 0.9999454021453857}",positive
alhamdulillah cuy dana selalu jadi solusi baik,7,,"{'label': 'positive', 'score': 0.9999109506607056}",positive
gimana akhir balik padahal pernah langgan pernah rasa lakuin transaksi ituu,11,,"{'label': 'negative', 'score': 0.9998829364776611}",negative
bre kalo dana udah aman aman aja,7,,"{'label': 'positive', 'score': 0.9747949838638306}",positive
maju terus dana bro wallet paling baik nih,8,,"{'label': 'positive', 'score': 0.9999130964279175}",positive
sip dah dana selalu bikin semua jadi lancar jaya,9,,"{'label': 'positive', 'score': 0.9999517202377319}",positive
dah buktiin sendiri dana emang mantul banget,7,,"{'label': 'negative', 'score': 0.9969237446784973}",negative
terima kasih dana udah bikin weekend jadi seru parah,9,,"{'label': 'positive', 'score': 0.9999421834945679}",positive
udah nih bre jalan jalan was was mantul,8,,"{'label': 'positive', 'score': 0.9370967745780945}",positive
suka banget nih pake dana wallet baik,7,,"{'label': 'positive', 'score': 0.9999443292617798}",positive
baik banget dah dana selalu aman aman aja nih,9,,"{'label': 'positive', 'score': 0.9999037981033325}",positive
mantap bre dana emang luar biasa selalu lancar jaya,9,,"{'label': 'positive', 'score': 0.9999582767486572}",positive
alhamdulillah cuy semua udah atas berkat dana,7,,"{'label': 'positive', 'score': 0.9998351335525513}",positive
rasa mantap nih seru banget jalan jalan pake dana,9,,"{'label': 'positive', 'score': 0.9999581575393677}",positive
suka dana banget dah nyaman parah pake nya,8,,"{'label': 'positive', 'score': 0.9999381303787231}",positive
mau aktif paylater dana gimna,5,,"{'label': 'neutral', 'score': 0.9998918771743774}",neutral
balas pesan urgent,3,,"{'label': 'negative', 'score': 0.9959853291511536}",negative
sayaaang yaampuun uang tahan,4,,"{'label': 'negative', 'score': 0.8408788442611694}",negative
gak apa apa kak gak balik pihak dana gak jelas,10,,"{'label': 'negative', 'score': 0.9999151229858398}",negative
terima kasih dana bre weekend jadi aman aman aja nih,10,,"{'label': 'positive', 'score': 0.9999438524246216}",positive
mantul banget bro wallet baik udah jalan jalan ribet,9,,"{'label': 'negative', 'score': 0.846388041973114}",negative
siap cuy gue mulai deg degan nih alhamdulillah dana selalu siap bantu,12,,"{'label': 'positive', 'score': 0.9999251365661621}",positive
big thanks bro dana emg gak kendala,7,,"{'label': 'positive', 'score': 0.9616455435752869}",positive
semangat terus dah gue andalanin dana,6,,"{'label': 'positive', 'score': 0.9999396800994873}",positive
iyaa malah makin belibet minta data bukti,7,,"{'label': 'negative', 'score': 0.9994064569473267}",negative
lohh dibalikin kakk,3,,"{'label': 'negative', 'score': 0.99988853931427}",negative
aku tagih uang akhirat makasih,5,,"{'label': 'negative', 'score': 0.999468982219696}",negative
dana balikin,2,,"{'label': 'negative', 'score': 0.9996114373207092}",negative
min qrisnya udh dipake lewat kasir kok blm cetak,9,,"{'label': 'negative', 'score': 0.9631822109222412}",negative
knp dah emg minimal saldo dana bisnisny hrs brp pgn tarik,11,,"{'label': 'neutral', 'score': 0.9996916055679321}",neutral
hallo aku salah kirim saldo kira kira balik,8,,"{'label': 'neutral', 'score': 0.9998860359191895}",neutral
xcb babdc fbb,3,,"{'label': 'neutral', 'score': 0.9995996356010437}",neutral
kocak geming,2,,"{'label': 'positive', 'score': 0.9999146461486816}",positive
akun bahkan gak centang biru kayak pikir gua anak kecil bodoh bodoh,12,,"{'label': 'negative', 'score': 0.999903678894043}",negative
akun bahkan gak ceklistnya kayak pikir gua anak kecil bodoh bodoh,11,,"{'label': 'negative', 'score': 0.9999184608459473}",negative
dong dana selalu verifikasi wajah gagal mulu padahal wajah loh,10,,"{'label': 'negative', 'score': 0.9999092817306519}",negative
hallo kak hubung email gaada jawab mau tanya perihal transfer bank hasil dana nya masuk,15,,"{'label': 'neutral', 'score': 0.9998455047607422}",neutral
hallo kak,2,,"{'label': 'neutral', 'score': 0.9998433589935303}",neutral
hallo kak hubung email respon mau tanya tranksaksi nomil bank bca hasil dana masuk,14,,"{'label': 'neutral', 'score': 0.9998987913131714}",neutral
sus baru install udah cek nyata nge hack aplikasi nya langsung klo org mgkin apa memang sistem dana nya banyak bolong nya,22,,"{'label': 'negative', 'score': 0.9999144077301025}",negative
kemanain min duit emoney udha komplain berapa kali udah nunggu gada balas,12,,"{'label': 'negative', 'score': 0.999849796295166}",negative
woi anjing system busy sampe kapan dana anjing email respon chat bot jls jawab udah bulan akun dana kaya gin mana saldo juta babi bngt lah dana,27,,"{'label': 'negative', 'score': 0.9999176263809204}",negative
cuy cek ulang biar aman aja jangan sampe kena phishing,10,,"{'label': 'negative', 'score': 0.9991263747215271}",negative
