clean_text,word_count,label,sent_raw,label_auto
aku dapet sih kak,4,,"{'label': 'positive', 'score': 0.9997796416282654}",positive
wah nih,2,,"{'label': 'positive', 'score': 0.9943838119506836}",positive
woahhh mau coba dong,4,,"{'label': 'positive', 'score': 0.9691601991653442}",positive
sih aku kak,3,,"{'label': 'positive', 'score': 0.39313456416130066}",positive
yudah telat bgt aku,4,,"{'label': 'negative', 'score': 0.9999200105667114}",negative
yah sayang banget ush telatt,5,,"{'label': 'negative', 'score': 0.9997212290763855}",negative
wah mantap aku mau,4,,"{'label': 'positive', 'score': 0.9999566078186035}",positive
gak kak,2,,"{'label': 'negative', 'score': 0.9996923208236694}",negative
deh mah,2,,"{'label': 'positive', 'score': 0.9996659755706787}",positive
makasih kak,2,,"{'label': 'positive', 'score': 0.9999032020568848}",positive
otw buru thr wkwk,4,,"{'label': 'neutral', 'score': 0.9995973706245422}",neutral
aku mau banget,3,,"{'label': 'positive', 'score': 0.9999233484268188}",positive
nah bener tuh,3,,"{'label': 'positive', 'score': 0.9997513890266418}",positive
makasih banyak kak info,4,,"{'label': 'neutral', 'score': 0.998907208442688}",neutral
oke otw nih,3,,"{'label': 'neutral', 'score': 0.9998353719711304}",neutral
yahh kalah gercep aku mbak,5,,"{'label': 'negative', 'score': 0.999875545501709}",negative
aku mauuu thr,3,,"{'label': 'positive', 'score': 0.9996222257614136}",positive
cba checkout toko kak bagi toko,6,,"{'label': 'neutral', 'score': 0.9998877048492432}",neutral
kak aku kemarin claim apa kok dibatesin gitu,8,,"{'label': 'negative', 'score': 0.9995916485786438}",negative
gaiss yaa pdhl akun hubung shopepay udah akun hapus permanen akun mas begini,13,,"{'label': 'negative', 'score': 0.9997442364692688}",negative
hai kak triwpt maaf buat kakak ngga nyaman guna shopeepay laku isi saldo lalu virtual account beberapa bank kena biaya admin mulai potong langsung nominal total isi saldo sebut bijak,30,,"{'label': 'neutral', 'score': 0.9898667335510254}",neutral
dong kak,2,,"{'label': 'negative', 'score': 0.7632020115852356}",negative
donggg,1,,"{'label': 'negative', 'score': 0.9995075464248657}",negative
langsung otw gwwww,3,,"{'label': 'neutral', 'score': 0.9998347759246826}",neutral
tau bgt blm dpt thr,5,,"{'label': 'negative', 'score': 0.8262943625450134}",negative
dong buat,2,,"{'label': 'positive', 'score': 0.8200623393058777}",positive
tuju poll nih klu dapet thr shopeepay guys mumpung lebaran buru kuyy gaspoll cos limited loh,16,,"{'label': 'neutral', 'score': 0.9998890161514282}",neutral
gaisss mau thr yuk klaim sini,6,,"{'label': 'neutral', 'score': 0.9953095316886902}",neutral
wewww masama kakkk,3,,"{'label': 'negative', 'score': 0.9975427389144897}",negative
masama kakkk,2,,"{'label': 'negative', 'score': 0.9998049139976501}",negative
masama kakkkk,2,,"{'label': 'negative', 'score': 0.9997581839561462}",negative
yeyyyy masama kakk,3,,"{'label': 'negative', 'score': 0.9992191791534424}",negative
senang bangetttt aku barusan dapet nih kalian klik sih,9,,"{'label': 'positive', 'score': 0.9999351501464844}",positive
yuk mau thr thr buat kalian segera klaim habis,9,,"{'label': 'neutral', 'score': 0.999893307685852}",neutral
nih guys aku kasih tau shoppepay thr buat kamu nah klik aja buru jangan lewat,15,,"{'label': 'neutral', 'score': 0.9998939037322998}",neutral
mau banget thr gas,4,,"{'label': 'negative', 'score': 0.9992546439170837}",negative
guys yuk ikut klaim thr sini yaa,7,,"{'label': 'neutral', 'score': 0.9998979568481445}",neutral
ayo guys aku dapet thrnya nih kalian ayo ikut,9,,"{'label': 'neutral', 'score': 0.9998706579208374}",neutral
asoyy aku bagi thr shopee pay makasii mimin,8,,"{'label': 'positive', 'score': 0.999879002571106}",positive
alhamdulillah dpt shopeepay thr mksih,5,,"{'label': 'positive', 'score': 0.9998613595962524}",positive
udah abis apa shopeepay kurang,5,,"{'label': 'negative', 'score': 0.9998846054077148}",negative
terimakasih kak shoopepay thr nya aku terima asikkk lumayan buat isi pulsa,12,,"{'label': 'positive', 'score': 0.9999450445175171}",positive
alhamdulillah aku dapet lumayan nih trimakasih kak shopeepay thr nya,10,,"{'label': 'positive', 'score': 0.9984921216964722}",positive
mantappp min,2,,"{'label': 'positive', 'score': 0.999953031539917}",positive
alhamdulilah dapet shopeepay thr mkasih,5,,"{'label': 'positive', 'score': 0.9999237060546875}",positive
yess shopeepay thr udah darat akun langsung pikir mau checkout wishlist udah lama nganggur nih,15,,"{'label': 'negative', 'score': 0.7754747271537781}",negative
akuuu,1,,"{'label': 'positive', 'score': 0.9999521970748901}",positive
aku mauuu dong,3,,"{'label': 'positive', 'score': 0.999908447265625}",positive
lumayan saldo buat jajan receh thank you kak,8,,"{'label': 'neutral', 'score': 0.999711811542511}",neutral
yeyyy dapettt mayan buat beli cilok,6,,"{'label': 'positive', 'score': 0.9984514713287354}",positive
kakk tuh buat baru install jam tadi yaa,8,,"{'label': 'neutral', 'score': 0.9998452663421631}",neutral
kakk buat user baru donlot jam sore kaak,8,,"{'label': 'negative', 'score': 0.9990906715393066}",negative
yeyyy alhamdulillah,2,,"{'label': 'positive', 'score': 0.9999494552612305}",positive
alhamdulillah dapett lumayan,3,,"{'label': 'positive', 'score': 0.9999363422393799}",positive
yah gak asik gak,4,,"{'label': 'negative', 'score': 0.9999099969863892}",negative
yahh telat,2,,"{'label': 'negative', 'score': 0.9999157190322876}",negative
aku mau banyak,3,,"{'label': 'positive', 'score': 0.9988057613372803}",positive
okee otww mbak,3,,"{'label': 'positive', 'score': 0.9991255402565002}",positive
kakk aku liat cuma buat orang orang baru install yah,10,,"{'label': 'neutral', 'score': 0.9418875575065613}",neutral
mau donggg mayan buat lebarannnn,5,,"{'label': 'positive', 'score': 0.7182233333587646}",positive
aku mauuuu thr banyakkk,4,,"{'label': 'positive', 'score': 0.9982753992080688}",positive
iya jelas bgt anjir shopee kemaren,6,,"{'label': 'negative', 'score': 0.9996116757392883}",negative
otw balap thrrrrr,3,,"{'label': 'negative', 'score': 0.9975833892822266}",negative
mauuu otwwww,2,,"{'label': 'positive', 'score': 0.9884782433509827}",positive
download dulu buruuu,3,,"{'label': 'negative', 'score': 0.9998866319656372}",negative
wuiiiih akhirnyaaa tunggu tunggu,4,,"{'label': 'positive', 'score': 0.9998956918716431}",positive
knp,1,,"{'label': 'negative', 'score': 0.9998599290847778}",negative
wahh dapettt alhamdulillah,3,,"{'label': 'positive', 'score': 0.9999402761459351}",positive
kalo penuh syarat tuh,4,,"{'label': 'positive', 'score': 0.9984642267227173}",positive
gak,1,,"{'label': 'negative', 'score': 0.9998145699501038}",negative
kok gabisa klaim sih min,5,,"{'label': 'negative', 'score': 0.9998583793640137}",negative
kak gada,2,,"{'label': 'negative', 'score': 0.9998582601547241}",negative
mumpung bentar lebaran rame gasiiii thr aku mau nih pake shopeepay kejut nila total buat kalian semua mau langsung klik link aja yaaaa waktu batas,25,,"{'label': 'neutral', 'score': 0.9983041286468506}",neutral
